from_id,to_id,distance,walk_time,status
P0388,P0127,8,1,open
P0389,P0268,8,1,open
P0390,P0003,4,1,open
P0391,P0038,8,1,open
P0392,P0059,5,1,open
P0393,P0200,5,1,open
P0394,P0107,4,1,open
P0395,P0113,7,1,open
P0396,P0380,7,1,open
P0397,P0244,5,1,open
P0398,P0035,9,1,open
P0399,P0066,4,1,open
P0400,P0398,5,1,open
P0401,P0245,6,1,open
P0402,P0208,10,1,open
P0403,P0210,2,1,open
P0404,P0089,4,1,open
P0405,P0046,10,1,open
P0406,P0187,3,1,open
P0407,P0018,4,1,open
P0408,P0027,7,1,open
P0409,P0254,5,1,open
P0410,P0098,5,1,open
P0411,P0185,7,1,open
P0412,P0034,1,1,open
P0413,P0221,10,1,open
P0414,P0138,3,1,open
P0415,P0370,8,1,open
P0416,P0084,8,1,open
P0417,P0219,1,1,open
P0418,P0186,3,1,open
P0419,P0338,6,1,open
P0420,P0166,1,1,open
P0421,P0024,7,1,open
P0422,P0328,1,1,open
P0423,P0229,9,1,open
P0424,P0097,4,1,open
P0425,P0161,3,1,open
P0426,P0377,4,1,open
P0427,P0210,6,1,open
P0428,P0129,6,1,open
P0429,P0312,10,1,open
P0430,P0242,6,1,open
P0431,P0188,9,1,open
P0432,P0163,2,1,open
P0433,P0414,5,1,open
P0434,P0159,2,1,open
P0435,P0131,5,1,open
P0436,P0373,8,1,open
P0437,P0354,7,1,open
P0438,P0110,3,1,open
P0439,P0183,7,1,open
P0440,P0366,5,1,open
P0441,P0409,2,1,open
P0442,P0409,1,1,open
P0443,P0237,8,1,open
P0444,P0153,7,1,open
P0445,P0322,6,1,open
P0446,P0379,4,1,open
P0447,P0291,6,1,open
P0448,P0305,2,1,open
P0449,P0446,5,1,open
P0450,P0333,8,1,open
P0451,P0226,6,1,open
P0452,P0020,6,1,open
P0453,P0200,5,1,open
P0454,P0282,1,1,open
P0455,P0307,9,1,open
P0456,P0003,2,1,open
P0457,P0263,5,1,open
P0458,P0079,4,1,open
P0459,P0009,9,1,open
P0460,P0258,9,1,open
P0461,P0093,5,1,open
P0462,P0412,8,1,open
P0463,P0213,8,1,open
P0464,P0308,7,1,open
P0465,P0130,2,1,open
P0466,P0448,7,1,open
P0467,P0008,10,1,open
P0468,P0076,4,1,open
P0469,P0362,7,1,open
P0470,P0110,10,1,open
P0471,P0330,2,1,open
P0472,P0335,4,1,open
P0473,P0154,6,1,open
P0474,P0441,7,1,open
P0475,P0110,6,1,open
P0476,P0174,10,1,open
P0477,P0062,9,1,open
P0478,P0380,1,1,open
P0479,P0130,2,1,open
P0480,P0478,10,1,open
P0481,P0116,7,1,open
P0482,P0137,1,1,open
P0483,P0079,3,1,open
P0484,P0396,5,1,open
P0485,P0160,7,1,open
P0486,P0047,10,1,open
P0487,P0394,3,1,open
P0488,P0127,7,1,open
P0489,P0102,5,1,open
P0490,P0122,3,1,open
P0491,P0430,4,1,open
P0492,P0015,10,1,open
P0493,P0308,3,1,open
P0494,P0419,1,1,open
P0495,P0052,6,1,open
P0496,P0363,2,1,open
P0497,P0455,4,1,open
P0498,P0168,9,1,open
P0499,P0496,7,1,open
P0500,P0236,7,1,open
P0501,P0387,3,1,open
P0502,P0071,1,1,open
P0503,P0110,9,1,open
P0504,P0316,6,1,open
P0505,P0413,2,1,open
P0506,P0203,4,1,open
P0507,P0295,2,1,open
P0508,P0260,3,1,open
P0509,P0096,4,1,open
P0510,P0469,7,1,open
P0511,P0071,9,1,open
P0512,P0287,2,1,open
P0513,P0222,3,1,open
P0514,P0041,5,1,open
P0515,P0070,9,1,open
P0516,P0398,8,1,open
P0517,P0172,3,1,open
P0518,P0307,5,1,open
P0519,P0502,7,1,open
P0520,P0200,2,1,open
P0521,P0161,10,1,open
P0522,P0474,2,1,open
P0523,P0264,4,1,open
P0524,P0296,7,1,open
P0525,P0099,5,1,open
P0526,P0335,8,1,open
P0527,P0439,4,1,open
P0528,P0306,6,1,open
P0529,P0315,5,1,open
P0530,P0497,6,1,open
P0531,P0521,1,1,open
P0532,P0382,9,1,open
P0533,P0083,10,1,open
P0534,P0385,7,1,open
P0535,P0135,3,1,open
P0536,P0287,9,1,open
P0537,P0002,5,1,open
P0538,P0335,9,1,open
P0539,P0458,10,1,open
P0540,P0352,10,1,open
P0541,P0006,4,1,open
P0542,P0203,6,1,open
P0543,P0047,1,1,open
P0544,P0259,7,1,open
P0545,P0065,8,1,open
P0546,P0465,6,1,open
P0547,P0099,10,1,open
P0548,P0413,3,1,open
P0549,P0291,1,1,open
P0550,P0175,3,1,open
P0551,P0100,7,1,open
P0552,P0264,2,1,open
P0553,P0532,7,1,open
P0554,P0151,2,1,open
P0555,P0269,2,1,open
P0556,P0454,7,1,open
P0557,P0046,10,1,open
P0558,P0169,6,1,open
P0559,P0161,2,1,open
P0560,P0515,3,1,open
P0561,P0039,9,1,open
P0562,P0041,9,1,open
P0563,P0483,8,1,open
P0564,P0016,6,1,open
P0565,P0164,3,1,open
P0566,P0562,7,1,open
P0567,P0122,3,1,open
P0568,P0378,3,1,open
P0569,P0312,7,1,open
P0570,P0267,3,1,open
P0571,P0182,4,1,open
P0572,P0032,10,1,open
P0573,P0178,5,1,open
P0574,P0121,10,1,open
P0575,P0472,9,1,open
P0576,P0028,4,1,open
P0577,P0221,1,1,open
P0578,P0515,6,1,open
P0579,P0259,6,1,open
P0580,P0352,9,1,open
P0581,P0152,1,1,open
P0582,P0077,9,1,open
P0583,P0210,7,1,open
P0584,P0241,5,1,open
P0585,P0228,8,1,open
P0586,P0012,2,1,open
P0587,P0168,6,1,open
P0588,P0141,7,1,open
P0589,P0567,9,1,open
P0590,P0387,2,1,open
P0591,P0032,10,1,open
P0592,P0469,10,1,open
P0593,P0202,9,1,open
P0594,P0532,2,1,open
P0595,P0103,5,1,open
P0596,P0215,7,1,open
P0597,P0506,3,1,open
P0598,P0145,5,1,open
P0599,P0446,6,1,open
P0600,P0389,7,1,open
P0601,P0545,2,1,open
P0602,P0248,2,1,open
P0603,P0224,1,1,open
P0604,P0045,9,1,open
P0605,P0397,8,1,open
P0606,P0456,10,1,open
P0607,P0498,7,1,open
P0608,P0335,8,1,open
P0609,P0048,3,1,open
P0610,P0010,3,1,open
P0611,P0331,4,1,open
P0612,P0462,2,1,open
P0613,P0360,7,1,open
P0614,P0392,5,1,open
P0615,P0005,8,1,open
P0616,P0138,1,1,open
P0617,P0094,5,1,open
P0618,P0514,3,1,open
P0619,P0008,6,1,open
P0620,P0059,9,1,open
P0621,P0022,7,1,open
P0622,P0134,9,1,open
P0623,P0265,10,1,open
P0624,P0557,10,1,open
P0625,P0239,4,1,open
P0626,P0331,10,1,open
P0627,P0192,8,1,open
P0628,P0472,4,1,open
P0629,P0062,1,1,open
P0630,P0570,4,1,open
P0631,P0261,9,1,open
P0632,P0234,1,1,open
P0633,P0433,9,1,open
P0634,P0376,9,1,open
P0635,P0470,8,1,open
P0636,P0045,8,1,open
P0637,P0397,6,1,open
P0638,P0092,4,1,open
P0639,P0016,6,1,open
P0640,P0597,3,1,open
P0641,P0086,10,1,open
P0642,P0634,6,1,open
P0643,P0637,10,1,open
P0644,P0130,3,1,open
P0645,P0119,9,1,open
P0646,P0146,9,1,open
P0647,P0446,4,1,open
P0648,P0482,8,1,open
P0649,P0643,7,1,open
P0650,P0094,7,1,open
P0651,P0522,7,1,open
P0652,P0495,9,1,open
P0653,P0322,10,1,open
P0654,P0421,7,1,open
P0655,P0164,2,1,open
P0656,P0158,3,1,open
P0657,P0529,3,1,open
P0658,P0118,10,1,open
P0659,P0149,7,1,open
P0660,P0536,5,1,open
P0661,P0513,2,1,open
P0662,P0062,9,1,open
P0663,P0426,10,1,open
P0664,P0388,10,1,open
P0665,P0436,4,1,open
P0666,P0085,5,1,open
P0667,P0167,1,1,open
P0668,P0338,3,1,open
P0669,P0421,5,1,open
P0670,P0188,5,1,open
P0671,P0657,10,1,open
P0672,P0576,1,1,open
P0673,P0470,5,1,open
P0674,P0333,6,1,open
P0675,P0483,7,1,open
P0676,P0184,3,1,open
P0677,P0556,1,1,open
P0678,P0506,5,1,open
P0679,P0279,7,1,open
P0680,P0017,6,1,open
P0681,P0269,3,1,open
P0682,P0200,10,1,open
P0683,P0378,2,1,open
P0684,P0584,9,1,open
P0685,P0660,3,1,open
P0686,P0019,7,1,open
P0687,P0654,5,1,open
P0688,P0275,9,1,open
P0689,P0250,6,1,open
P0690,P0088,5,1,open
P0691,P0239,10,1,open
P0692,P0646,4,1,open
P0693,P0176,7,1,open
P0694,P0506,5,1,open
P0695,P0108,10,1,open
P0696,P0373,7,1,open
P0697,P0291,4,1,open
P0698,P0567,5,1,open
P0699,P0035,5,1,open
P0700,P0201,8,1,open
P0701,P0444,6,1,open
P0702,P0614,10,1,open
P0703,P0395,7,1,open
P0704,P0569,6,1,open
P0705,P0453,4,1,open
P0706,P0466,9,1,open
P0707,P0470,9,1,open
P0708,P0414,8,1,open
P0709,P0582,2,1,open
P0710,P0610,3,1,open
P0711,P0233,4,1,open
P0712,P0035,2,1,open
P0713,P0188,9,1,open
P0714,P0184,8,1,open
P0715,P0064,6,1,open
P0716,P0103,7,1,open
P0717,P0625,10,1,open
P0718,P0135,5,1,open
P0719,P0664,5,1,open
P0720,P0630,8,1,open
P0721,P0627,6,1,open
P0722,P0509,1,1,open
P0723,P0589,2,1,open
P0724,P0320,8,1,open
P0725,P0586,9,1,open
P0726,P0385,10,1,open
P0727,P0299,9,1,open
P0728,P0069,4,1,open
P0729,P0665,1,1,open
P0730,P0492,8,1,open
P0731,P0170,2,1,open
P0732,P0701,8,1,open
P0733,P0017,7,1,open
P0734,P0237,8,1,open
P0735,P0437,2,1,open
P0736,P0176,9,1,open
P0737,P0436,1,1,open
P0738,P0714,10,1,open
P0739,P0640,3,1,open
P0740,P0539,7,1,open
P0741,P0372,1,1,open
P0742,P0320,8,1,open
P0743,P0719,8,1,open
P0744,P0682,7,1,open
P0745,P0428,5,1,open
P0746,P0107,4,1,open
P0747,P0221,2,1,open
P0748,P0236,9,1,open
P0749,P0646,2,1,open
P0750,P0622,8,1,open
P0751,P0657,5,1,open
P0752,P0634,1,1,open
P0753,P0311,9,1,open
P0754,P0742,6,1,open
P0755,P0633,4,1,open
P0756,P0156,2,1,open
P0757,P0149,9,1,open
P0758,P0596,10,1,open
P0759,P0213,6,1,open
P0760,P0008,3,1,open
P0761,P0260,7,1,open
P0762,P0670,10,1,open
P0763,P0301,6,1,open
P0764,P0713,1,1,open
P0765,P0392,5,1,open
P0766,P0689,6,1,open
P0767,P0636,2,1,open
P0768,P0320,3,1,open
P0769,P0433,7,1,open
P0770,P0402,8,1,open
P0771,P0726,5,1,open
P0772,P0312,3,1,open
P0773,P0471,2,1,open
P0774,P0716,3,1,open
P0775,P0206,2,1,open
P0776,P0286,2,1,open
P0777,P0419,4,1,open
P0778,P0671,5,1,open
P0779,P0147,1,1,open
P0780,P0261,1,1,open
P0781,P0271,1,1,open
P0782,P0765,10,1,open
P0783,P0642,8,1,open
P0784,P0438,2,1,open
P0785,P0778,2,1,open
P0786,P0244,9,1,open
P0787,P0074,5,1,open
P0788,P0415,5,1,open
P0789,P0495,1,1,open
P0790,P0774,8,1,open
P0791,P0647,8,1,open
P0792,P0365,5,1,open
P0793,P0120,6,1,open
P0794,P0654,5,1,open
P0795,P0585,7,1,open
P0796,P0606,8,1,open
P0797,P0676,2,1,open
P0798,P0320,7,1,open
P0799,P0036,1,1,open
P0800,P0607,10,1,open
P0801,P0209,9,1,open
P0802,P0439,9,1,open
P0803,P0400,4,1,open
P0804,P0683,1,1,open
P0805,P0592,10,1,open
P0806,P0696,10,1,open
P0807,P0688,6,1,open
P0808,P0207,10,1,open
P0809,P0167,10,1,open
P0810,P0710,3,1,open
P0811,P0571,9,1,open
P0812,P0202,3,1,open
P0813,P0437,9,1,open
P0814,P0481,10,1,open
P0815,P0270,5,1,open
P0816,P0418,7,1,open
P0817,P0462,10,1,open
P0818,P0685,1,1,open
P0819,P0021,1,1,open
P0820,P0404,6,1,open
P0821,P0002,2,1,open
P0822,P0556,7,1,open
P0823,P0406,4,1,open
P0824,P0504,6,1,open
P0825,P0485,10,1,open
P0826,P0364,7,1,open
P0827,P0190,8,1,open
P0828,P0061,6,1,open
P0829,P0612,5,1,open
P0830,P0231,4,1,open
P0831,P0704,9,1,open
P0832,P0233,6,1,open
P0833,P0159,1,1,open
P0834,P0322,10,1,open
P0835,P0212,7,1,open
P0836,P0292,3,1,open
P0837,P0216,9,1,open
P0838,P0441,5,1,open
P0839,P0373,10,1,open
P0840,P0689,8,1,open
P0841,P0181,7,1,open
P0842,P0445,4,1,open
P0843,P0223,4,1,open
P0844,P0095,10,1,open
P0845,P0055,4,1,open
P0846,P0732,4,1,open
P0847,P0517,8,1,open
P0848,P0209,7,1,open
P0849,P0574,3,1,open
P0850,P0097,3,1,open
P0851,P0507,6,1,open
P0852,P0352,4,1,open
P0853,P0171,3,1,open
P0854,P0337,6,1,open
P0855,P0728,6,1,open
P0856,P0212,10,1,open
P0857,P0654,5,1,open
P0858,P0214,3,1,open
P0859,P0724,4,1,open
P0860,P0264,5,1,open
P0861,P0640,10,1,open
P0862,P0570,1,1,open
P0863,P0570,4,1,open
P0864,P0721,8,1,open
P0865,P0152,2,1,open
P0866,P0697,5,1,open
P0867,P0742,7,1,open
P0868,P0463,1,1,open
P0869,P0523,6,1,open
P0870,P0866,6,1,open
P0871,P0789,2,1,open
P0872,P0056,2,1,open
P0873,P0468,8,1,open
P0874,P0190,7,1,open
P0875,P0505,10,1,open
P0876,P0358,4,1,open
P0877,P0312,2,1,open
P0878,P0438,4,1,open
P0879,P0472,10,1,open
P0880,P0859,8,1,open
P0881,P0659,6,1,open
P0882,P0428,5,1,open
P0883,P0854,9,1,open
P0884,P0569,5,1,open
P0885,P0172,3,1,open
P0886,P0639,7,1,open
P0887,P0323,4,1,open
P0888,P0160,6,1,open
P0889,P0084,9,1,open
P0890,P0457,5,1,open
P0891,P0682,8,1,open
P0892,P0706,3,1,open
P0893,P0299,3,1,open
P0894,P0882,8,1,open
P0895,P0497,6,1,open
P0896,P0889,4,1,open
P0897,P0833,9,1,open
P0898,P0131,4,1,open
P0899,P0317,2,1,open
P0900,P0045,1,1,open
P0901,P0505,8,1,open
P0902,P0563,10,1,open
P0903,P0254,3,1,open
P0904,P0457,8,1,open
P0905,P0159,8,1,open
P0906,P0451,8,1,open
P0907,P0642,4,1,open
P0908,P0120,5,1,open
P0909,P0709,7,1,open
P0910,P0593,6,1,open
P0911,P0802,1,1,open
P0912,P0850,1,1,open
P0913,P0037,9,1,open
P0914,P0701,7,1,open
P0915,P0267,9,1,open
P0916,P0260,2,1,open
P0917,P0579,3,1,open
P0918,P0485,1,1,open
P0919,P0248,8,1,open
P0920,P0844,9,1,open
P0921,P0820,10,1,open
P0922,P0147,10,1,open
P0923,P0307,5,1,open
P0924,P0580,8,1,open
P0925,P0888,1,1,open
P0926,P0162,10,1,open
P0927,P0733,1,1,open
P0928,P0549,8,1,open
P0929,P0321,7,1,open
P0930,P0082,9,1,open
P0931,P0293,5,1,open
P0932,P0311,10,1,open
P0933,P0168,6,1,open
P0934,P0342,9,1,open
P0935,P0091,5,1,open
P0936,P0395,6,1,open
P0937,P0215,8,1,open
P0938,P0329,8,1,open
P0939,P0416,8,1,open
P0940,P0151,4,1,open
P0941,P0156,9,1,open
P0942,P0802,10,1,open
P0943,P0376,2,1,open
P0944,P0703,7,1,open
P0945,P0874,8,1,open
P0946,P0764,4,1,open
P0947,P0185,6,1,open
P0948,P0196,10,1,open
P0949,P0864,8,1,open
P0950,P0610,1,1,open
P0951,P0431,8,1,open
P0952,P0210,2,1,open
P0953,P0934,8,1,open
P0954,P0943,4,1,open
P0955,P0488,3,1,open
P0956,P0234,10,1,open
P0957,P0565,2,1,open
P0958,P0361,4,1,open
P0959,P0881,8,1,open
P0960,P0039,6,1,open
P0961,P0909,5,1,open
P0962,P0496,9,1,open
P0963,P0619,1,1,open
P0964,P0759,4,1,open
P0965,P0600,5,1,open
P0966,P0571,5,1,open
P0967,P0659,8,1,open
P0968,P0652,9,1,open
P0969,P0892,3,1,open
P0970,P0217,8,1,open
P0971,P0719,3,1,open
P0972,P0776,3,1,open
P0973,P0444,8,1,open
P0974,P0236,10,1,open
P0975,P0897,9,1,open
P0976,P0929,4,1,open
P0977,P0866,4,1,open
P0978,P0845,5,1,open
P0979,P0934,2,1,open
P0980,P0703,9,1,open
P0981,P0158,8,1,open
P0982,P0720,7,1,open
P0983,P0113,9,1,open
P0984,P0072,5,1,open
P0985,P0821,10,1,open
P0986,P0737,3,1,open
P0987,P0323,6,1,open
P0988,P0584,7,1,open
P0989,P0933,8,1,open
P0990,P0685,4,1,open
P0991,P0945,9,1,open
P0992,P0598,4,1,open
P0993,P0805,8,1,open
P0994,P0903,7,1,open
P0995,P0560,9,1,open
P0996,P0625,10,1,open
P0997,P0915,2,1,open
P0998,P0564,6,1,open
