from_id,to_id,distance,walk_time,status
P0028,P0112,181,3,open
P0028,P0362,125,2,open
P0028,P0809,167,3,open
P0029,P0181,193,3,open
P0029,P0197,184,3,open
P0029,P0203,61,1,open
P0029,P0215,76,1,open
P0029,P0778,160,2,open
P0029,P0915,197,3,open
P0029,P0983,82,2,open
P0030,P0454,87,2,open
P0030,P0669,258,4,open
P0031,P0198,103,2,open
P0031,P0545,87,2,open
P0031,P0567,139,2,open
P0031,P0954,179,3,open
P0032,P0078,118,2,open
P0032,P0260,286,4,open
P0032,P0447,80,1,open
P0032,P0908,161,3,open
P0033,P0124,151,2,open
P0033,P0189,215,3,open
P0033,P0356,227,3,open
P0033,P0412,178,3,open
P0033,P0659,121,2,open
P0034,P0035,290,4,open
P0034,P0089,198,3,open
P0034,P0151,293,4,open
P0034,P0804,229,3,open
P0034,P0938,287,4,open
P0035,P0056,159,2,open
P0035,P0072,236,3,open
P0035,P0175,154,2,open
P0035,P0310,199,3,open
P0035,P0625,69,1,open
P0035,P0997,205,3,open
P0036,P0127,51,1,open
P0036,P0261,152,2,open
P0036,P0569,111,2,open
P0037,P0391,208,3,open
P0037,P0518,271,4,open
P0037,P0872,58,1,open
P0038,P0118,51,1,open
P0038,P0590,279,4,open
P0039,P0698,237,3,open
P0039,P0884,64,1,open
P0039,P0885,121,2,open
P0040,P0355,96,2,open
P0040,P0774,56,1,open
P0041,P0285,112,2,open
P0041,P0371,285,4,open
P0041,P0489,269,4,open
P0041,P0589,147,2,open
P0041,P0762,152,2,open
P0042,P0348,235,3,open
P0042,P0393,188,3,open
P0042,P0904,245,4,open
P0043,P0167,61,1,open
P0043,P0237,108,2,open
P0044,P0676,257,4,open
P0044,P0831,78,1,open
P0044,P0832,246,4,open
P0044,P0874,70,1,open
P0045,P0415,124,2,open
P0045,P0449,220,3,open
P0045,P0587,216,3,open
P0045,P0949,201,3,open
P0046,P0088,278,4,open
P0046,P0325,284,4,open
P0046,P0702,119,2,open
P0046,P0757,286,4,open
P0047,P0504,54,1,open
P0047,P0867,240,3,open
P0047,P0923,88,2,open
P0047,P0956,244,4,open
P0048,P0299,116,2,open
P0048,P0387,60,1,open
P0048,P0484,138,2,open
P0048,P0829,92,2,open
P0048,P0917,193,3,open
P0049,P0180,148,2,open
P0049,P0547,153,2,open
P0049,P0775,242,4,open
P0050,P0401,261,4,open
P0050,P0515,163,3,open
P0050,P0558,258,4,open
P0050,P0847,86,2,open
P0051,P0195,70,1,open
P0051,P0338,62,1,open
P0051,P0940,81,2,open
P0051,P0968,141,2,open
P0052,P0113,221,3,open
P0052,P0283,155,2,open
P0052,P0441,267,4,open
P0052,P0473,289,4,open
P0052,P0552,66,1,open
P0052,P0933,294,4,open
P0053,P0082,83,2,open
P0053,P0234,166,3,open
P0053,P0433,122,2,open
P0054,P0428,195,3,open
P0054,P0830,205,3,open
P0054,P0941,274,4,open
P0055,P0315,88,2,open
P0055,P0421,232,3,open
P0055,P0753,215,3,open
P0055,P0785,258,4,open
P0055,P0790,160,2,open
P0056,P0623,152,2,open
P0057,P0721,269,4,open
P0057,P0866,193,3,open
P0057,P0915,216,3,open
P0058,P0106,136,2,open
P0058,P0260,158,2,open
P0058,P0406,163,3,open
P0058,P0609,123,2,open
P0058,P0944,55,1,open
P0058,P0966,223,3,open
P0059,P0062,285,4,open
P0059,P0283,188,3,open
P0059,P0552,146,2,open
P0059,P0607,185,3,open
P0060,P0224,266,4,open
P0060,P0411,101,2,open
P0061,P0250,51,1,open
P0061,P0333,81,2,open
P0061,P0658,80,1,open
P0061,P0758,149,2,open
P0061,P0841,52,1,open
P0061,P0935,243,4,open
P0062,P0239,246,4,open
P0062,P0376,187,3,open
P0063,P0199,195,3,open
P0063,P0399,105,2,open
P0063,P0435,75,1,open
P0063,P0475,95,2,open
P0063,P0586,118,2,open
P0064,P0353,242,4,open
P0064,P0699,189,3,open
P0064,P0835,260,4,open
P0064,P0955,150,2,open
P0065,P0362,56,1,open
P0065,P0622,74,1,open
P0065,P0846,159,2,open
P0066,P0213,76,1,open
P0066,P0471,264,4,open
P0066,P0911,240,3,open
P0067,P0214,53,1,open
P0067,P0766,109,2,open
P0067,P0790,223,3,open
P0068,P0219,186,3,open
P0068,P0963,288,4,open
P0068,P0982,67,1,open
P0069,P0525,215,3,open
P0069,P0755,252,4,open
P0069,P0772,68,1,open
P0069,P0971,135,2,open
P0070,P0073,265,4,open
P0070,P0115,123,2,open
P0070,P0218,159,2,open
P0070,P0567,68,1,open
P0071,P0165,289,4,open
P0071,P0376,291,4,open
P0071,P0476,255,4,open
P0071,P0690,230,3,open
P0072,P0545,66,1,open
P0072,P0767,259,4,open
P0072,P0773,229,3,open
P0073,P0467,294,4,open
P0073,P0471,218,3,open
P0073,P0662,94,2,open
P0074,P0253,98,2,open
P0074,P0364,144,2,open
P0074,P0910,77,1,open
P0075,P0159,186,3,open
P0075,P0352,233,3,open
P0075,P0757,180,3,open
P0076,P0105,52,1,open
P0076,P0155,150,2,open
P0076,P0439,300,4,open
P0076,P0747,102,2,open
P0077,P0079,226,3,open
P0077,P0769,120,2,open
P0077,P0843,191,3,open
P0077,P0893,234,3,open
P0078,P0283,280,4,open
P0078,P0346,280,4,open
P0078,P0461,65,1,open
P0078,P0826,261,4,open
P0079,P0515,120,2,open
P0079,P0709,200,3,open
P0079,P0785,277,4,open
P0079,P0791,254,4,open
P0080,P0322,267,4,open
P0080,P0378,255,4,open
P0080,P0490,65,1,open
P0080,P0746,51,1,open
P0080,P0806,102,2,open
P0081,P0193,93,2,open
P0081,P0449,230,3,open
P0081,P0589,242,4,open
P0081,P0769,184,3,open
P0082,P0903,199,3,open
P0082,P0992,266,4,open
P0083,P0285,283,4,open
P0083,P0324,144,2,open
P0083,P0375,88,2,open
P0083,P0817,247,4,open
P0084,P0112,243,4,open
P0084,P0246,229,3,open
P0084,P0258,121,2,open
P0084,P0438,251,4,open
P0084,P0674,254,4,open
P0085,P0356,208,3,open
P0085,P0606,289,4,open
P0085,P0891,87,2,open
P0085,P0949,250,4,open
P0086,P0857,159,2,open
P0086,P0988,225,3,open
P0087,P0140,202,3,open
P0087,P0733,160,2,open
P0087,P0999,287,4,open
P0088,P0339,193,3,open
P0088,P0460,124,2,open
P0088,P0541,126,2,open
P0088,P0614,72,1,open
P0088,P0616,159,2,open
P0089,P0342,266,4,open
P0089,P0355,58,1,open
P0089,P0861,258,4,open
P0089,P0990,206,3,open
P0090,P0102,256,4,open
P0090,P0311,86,2,open
P0090,P0326,117,2,open
P0090,P0728,135,2,open
P0090,P0812,79,1,open
P0091,P0505,287,4,open
P0091,P0723,171,3,open
P0091,P0909,95,2,open
P0092,P0502,148,2,open
P0092,P0504,166,3,open
P0092,P0624,102,2,open
P0093,P0394,85,2,open
P0093,P0395,114,2,open
P0093,P0777,102,2,open
P0093,P0784,125,2,open
P0094,P0327,60,1,open
P0094,P0489,239,3,open
P0094,P0787,201,3,open
P0095,P0188,283,4,open
P0095,P0344,115,2,open
P0095,P0558,95,2,open
P0095,P0977,63,1,open
P0096,P0183,75,1,open
P0096,P0271,281,4,open
P0096,P0967,219,3,open
P0097,P0336,271,4,open
P0097,P0790,156,2,open
P0097,P0822,216,3,open
P0098,P0199,167,3,open
P0098,P0292,54,1,open
P0098,P0453,214,3,open
P0098,P0926,111,2,open
P0099,P0384,277,4,open
P0099,P0549,138,2,open
P0099,P0749,191,3,open
P0099,P0759,253,4,open
P0099,P0832,86,2,open
P0100,P0478,108,2,open
P0100,P0548,265,4,open
P0100,P0557,252,4,open
P0100,P0991,111,2,open
P0101,P0675,294,4,open
P0101,P0877,54,1,open
P0102,P0282,69,1,open
P0102,P0335,211,3,open
P0102,P0899,85,2,open
P0103,P0351,138,2,open
P0103,P0550,188,3,open
P0103,P0912,171,3,open
P0104,P0476,101,2,open
P0104,P0508,106,2,open
P0104,P0576,137,2,open
P0105,P0229,113,2,open
P0105,P0752,140,2,open
P0105,P0998,125,2,open
P0106,P0111,274,4,open
P0106,P0159,107,2,open
P0106,P0302,247,4,open
P0106,P0741,233,3,open
P0107,P0120,139,2,open
P0107,P0448,212,3,open
P0108,P0288,256,4,open
P0108,P0562,179,3,open
P0109,P0166,132,2,open
P0109,P0233,209,3,open
P0109,P0297,112,2,open
P0109,P0507,220,3,open
P0110,P0159,267,4,open
P0110,P0173,170,3,open
P0110,P0499,219,3,open
P0110,P0560,66,1,open
P0110,P0771,179,3,open
P0111,P0404,186,3,open
P0111,P0467,286,4,open
P0112,P0678,70,1,open
P0113,P0560,74,1,open
P0113,P0641,227,3,open
P0114,P0166,158,2,open
P0114,P0311,228,3,open
P0114,P0780,175,3,open
P0114,P0978,92,2,open
P0115,P0498,141,2,open
P0115,P0904,90,2,open
P0115,P0964,216,3,open
P0116,P0329,184,3,open
P0116,P0869,266,4,open
P0117,P0348,247,4,open
P0117,P0421,266,4,open
P0117,P0807,232,3,open
P0118,P0139,180,3,open
P0118,P0226,266,4,open
P0119,P0393,298,4,open
P0119,P0522,172,3,open
P0119,P0581,88,2,open
P0119,P0654,65,1,open
P0119,P0769,146,2,open
P0119,P0803,204,3,open
P0119,P0810,135,2,open
P0119,P0823,225,3,open
P0119,P0844,136,2,open
P0120,P0879,200,3,open
P0120,P0996,208,3,open
P0121,P0537,95,2,open
P0121,P0658,180,3,open
P0121,P0742,159,2,open
P0122,P0278,251,4,open
P0122,P0389,97,2,open
P0122,P0399,119,2,open
P0122,P0487,79,1,open
P0122,P0873,77,1,open
P0123,P0320,95,2,open
P0123,P0527,262,4,open
P0123,P0633,237,3,open
P0123,P0817,159,2,open
P0124,P0189,74,1,open
P0124,P0436,83,2,open
P0124,P0471,247,4,open
P0124,P0559,186,3,open
P0124,P0668,67,1,open
P0124,P0854,120,2,open
P0124,P0889,135,2,open
P0124,P0961,83,2,open
P0125,P0134,193,3,open
P0125,P0245,295,4,open
P0125,P0506,85,2,open
P0125,P0546,134,2,open
P0125,P0612,104,2,open
P0125,P0831,279,4,open
P0126,P0162,92,2,open
P0126,P0245,273,4,open
P0126,P0708,234,3,open
P0126,P0881,68,1,open
P0126,P0953,164,3,open
P0127,P0212,108,2,open
P0127,P0530,106,2,open
P0127,P0876,295,4,open
P0128,P0134,91,2,open
P0128,P0858,74,1,open
P0129,P0275,289,4,open
P0129,P0680,159,2,open
P0130,P0183,162,3,open
P0130,P0285,100,2,open
P0130,P0324,117,2,open
P0130,P0421,60,1,open
P0130,P0430,208,3,open
P0130,P0672,159,2,open
P0130,P0773,237,3,open
P0131,P0367,300,4,open
P0131,P0869,191,3,open
P0132,P0387,105,2,open
P0132,P0665,199,3,open
P0132,P0914,176,3,open
P0132,P0993,267,4,open
P0133,P0379,183,3,open
P0133,P0503,286,4,open
P0133,P0582,146,2,open
P0133,P0610,229,3,open
P0134,P0506,210,3,open
P0134,P0804,289,4,open
P0134,P0836,140,2,open
P0134,P0889,277,4,open
P0135,P0141,202,3,open
P0135,P0319,195,3,open
P0135,P0474,60,1,open
P0135,P0621,85,2,open
P0135,P0776,121,2,open
P0135,P0831,221,3,open
P0136,P0184,297,4,open
P0136,P0901,279,4,open
P0137,P0332,81,2,open
P0137,P0422,71,1,open
P0137,P0702,234,3,open
P0138,P0302,66,1,open
P0138,P0425,285,4,open
P0138,P0506,108,2,open
P0138,P0807,138,2,open
P0139,P0783,156,2,open
P0139,P0868,67,1,open
P0139,P0879,144,2,open
P0139,P0950,58,1,open
P0140,P0384,134,2,open
P0140,P0888,261,4,open
P0140,P0948,50,1,open
P0141,P0216,110,2,open
P0141,P0287,131,2,open
P0141,P0593,84,2,open
P0142,P0773,123,2,open
P0142,P0993,90,2,open
P0143,P0328,206,3,open
P0143,P0366,65,1,open
P0143,P0367,139,2,open
P0143,P0873,141,2,open
P0144,P0370,195,3,open
P0144,P0889,285,4,open
P0144,P0965,113,2,open
P0145,P0153,234,3,open
P0145,P0185,281,4,open
P0145,P0620,284,4,open
P0145,P0622,78,1,open
P0145,P0685,259,4,open
P0145,P0817,132,2,open
P0146,P0232,231,3,open
P0146,P0421,201,3,open
P0146,P0467,128,2,open
P0146,P0585,280,4,open
P0147,P0326,60,1,open
P0147,P0580,124,2,open
P0147,P0711,197,3,open
P0148,P0175,97,2,open
P0148,P0763,230,3,open
P0148,P0979,106,2,open
P0149,P0360,70,1,open
P0149,P0528,70,1,open
P0150,P0414,77,1,open
P0150,P0450,195,3,open
P0150,P0493,86,2,open
P0151,P0556,94,2,open
P0151,P0577,51,1,open
P0151,P0596,123,2,open
P0151,P0798,51,1,open
P0151,P0861,245,4,open
P0151,P0876,280,4,open
P0152,P0678,205,3,open
P0152,P0737,205,3,open
P0152,P0741,265,4,open
P0152,P0927,176,3,open
P0153,P0302,253,4,open
P0153,P0345,241,4,open
P0153,P0415,154,2,open
P0154,P0247,286,4,open
P0154,P0611,53,1,open
P0154,P0921,100,2,open
P0155,P0632,101,2,open
P0155,P0720,216,3,open
P0155,P0962,198,3,open
P0156,P0486,224,3,open
P0156,P0524,264,4,open
P0156,P0771,101,2,open
P0157,P0188,107,2,open
P0157,P0286,132,2,open
P0157,P0492,251,4,open
P0157,P0670,137,2,open
P0158,P0289,245,4,open
P0158,P0654,159,2,open
P0158,P0963,232,3,open
P0159,P0179,125,2,open
P0159,P0509,94,2,open
P0159,P0938,235,3,open
P0160,P0187,136,2,open
P0160,P0689,67,1,open
P0160,P0759,52,1,open
P0161,P0202,154,2,open
P0161,P0364,132,2,open
P0161,P0426,95,2,open
P0162,P0359,192,3,open
P0162,P0719,110,2,open
P0163,P0631,203,3,open
P0163,P0643,283,4,open
P0163,P0765,128,2,open
P0163,P0964,231,3,open
P0164,P0428,167,3,open
P0164,P0466,185,3,open
P0164,P0868,244,4,open
P0164,P0991,91,2,open
P0165,P0384,290,4,open
P0165,P0503,67,1,open
P0165,P0624,300,4,open
P0166,P0326,126,2,open
P0166,P0674,69,1,open
P0167,P0168,152,2,open
P0167,P0304,258,4,open
P0168,P0183,148,2,open
P0168,P0233,215,3,open
P0168,P0485,136,2,open
P0168,P0510,96,2,open
P0168,P0686,264,4,open
P0168,P0782,187,3,open
P0169,P0420,231,3,open
P0169,P0578,128,2,open
P0169,P0992,80,1,open
P0170,P0515,159,2,open
P0170,P0555,289,4,open
P0170,P0792,110,2,open
P0170,P0951,189,3,open
P0171,P0339,263,4,open
P0171,P0494,285,4,open
P0171,P0567,133,2,open
P0171,P0582,181,3,open
P0172,P0182,147,2,open
P0172,P0564,146,2,open
P0172,P0799,91,2,open
P0173,P0386,229,3,open
P0173,P0458,217,3,open
P0173,P0486,220,3,open
P0174,P0537,138,2,open
P0174,P0791,203,3,open
P0174,P0900,217,3,open
P0174,P0978,173,3,open
P0175,P0308,158,2,open
P0176,P0187,244,4,open
P0176,P0228,115,2,open
P0177,P0244,203,3,open
P0177,P0425,263,4,open
P0177,P0751,86,2,open
P0177,P0852,106,2,open
P0178,P0318,253,4,open
P0178,P0846,281,4,open
P0178,P0935,96,2,open
P0179,P0391,239,3,open
P0179,P0497,119,2,open
P0179,P0643,268,4,open
P0179,P0715,214,3,open
P0179,P0966,192,3,open
P0180,P0413,281,4,open
P0180,P0590,283,4,open
P0180,P0805,176,3,open
P0181,P0198,230,3,open
P0181,P0235,290,4,open
P0181,P0480,210,3,open
P0181,P0863,109,2,open
P0182,P0619,77,1,open
P0183,P0229,157,2,open
P0184,P0371,194,3,open
P0185,P0212,258,4,open
P0185,P0229,300,4,open
P0185,P0748,156,2,open
P0186,P0429,96,2,open
P0186,P0465,219,3,open
P0186,P0845,193,3,open
P0186,P0851,232,3,open
P0187,P0276,93,2,open
P0187,P0308,251,4,open
P0187,P0901,105,2,open
P0188,P0592,160,2,open
P0188,P0596,111,2,open
P0188,P0680,104,2,open
P0189,P0247,99,2,open
P0190,P0225,219,3,open
P0190,P0726,76,1,open
P0191,P0414,122,2,open
P0191,P0976,190,3,open
P0192,P0423,227,3,open
P0193,P0350,120,2,open
P0193,P0640,173,3,open
P0194,P0503,113,2,open
P0194,P0749,83,2,open
P0194,P0889,185,3,open
P0194,P0947,172,3,open
P0195,P0541,223,3,open
P0195,P0887,167,3,open
P0196,P0307,227,3,open
P0196,P0343,208,3,open
P0196,P0401,83,2,open
P0196,P0844,154,2,open
P0196,P0946,299,4,open
P0196,P0992,293,4,open
P0197,P0641,151,2,open
P0197,P0696,124,2,open
P0197,P0758,146,2,open
P0197,P0903,223,3,open
P0197,P0996,242,4,open
P0198,P0951,164,3,open
P0199,P0224,146,2,open
P0199,P0571,272,4,open
P0199,P0777,124,2,open
P0199,P0856,122,2,open
P0200,P0915,60,1,open
P0200,P0973,74,1,open
P0201,P0278,109,2,open
P0201,P0321,133,2,open
P0201,P0350,201,3,open
P0201,P0484,286,4,open
P0201,P0808,202,3,open
P0202,P0307,273,4,open
P0202,P0754,272,4,open
P0202,P0780,94,2,open
P0202,P0982,285,4,open
P0203,P0256,141,2,open
P0203,P0651,207,3,open
P0203,P0713,104,2,open
P0203,P0715,121,2,open
P0204,P0496,277,4,open
P0204,P0655,199,3,open
P0204,P0917,234,3,open
P0205,P0565,164,3,open
P0205,P0788,73,1,open
P0206,P0237,300,4,open
P0206,P0549,247,4,open
P0206,P0775,198,3,open
P0206,P0868,98,2,open
P0206,P0975,76,1,open
P0207,P0257,148,2,open
P0207,P0301,94,2,open
P0207,P0651,188,3,open
P0208,P0332,209,3,open
P0208,P0596,110,2,open
P0208,P0822,252,4,open
P0208,P0939,212,3,open
P0209,P0278,73,1,open
P0209,P0840,100,2,open
P0210,P0347,245,4,open
P0210,P0416,211,3,open
P0210,P0695,89,2,open
P0211,P0230,108,2,open
P0211,P0851,270,4,open
P0213,P0637,133,2,open
P0213,P0961,113,2,open
P0214,P0290,54,1,open
P0214,P0469,61,1,open
P0214,P0738,159,2,open
P0215,P0604,153,2,open
P0215,P0621,87,2,open
P0215,P0892,69,1,open
P0216,P0233,157,2,open
P0216,P0419,161,3,open
P0216,P0559,203,3,open
P0216,P0591,222,3,open
P0217,P0431,178,3,open
P0217,P0451,249,4,open
P0217,P0563,82,2,open
P0217,P0638,204,3,open
P0217,P0640,225,3,open
P0217,P0674,107,2,open
P0217,P0822,99,2,open
P0218,P0320,281,4,open
P0218,P0336,156,2,open
P0218,P0652,109,2,open
P0219,P0392,166,3,open
P0219,P0492,66,1,open
P0219,P0690,246,4,open
P0220,P0413,98,2,open
P0220,P0437,90,2,open
P0221,P0254,202,3,open
P0221,P0356,243,4,open
P0221,P0481,194,3,open
P0221,P0831,154,2,open
P0221,P0875,269,4,open
P0222,P0576,153,2,open
P0222,P0798,156,2,open
P0222,P0893,123,2,open
P0223,P0438,92,2,open
P0223,P0498,79,1,open
P0224,P0408,159,2,open
P0224,P0623,123,2,open
P0224,P0776,149,2,open
P0225,P0281,79,1,open
P0225,P0581,179,3,open
P0225,P0844,114,2,open
P0226,P0426,174,3,open
P0226,P0545,215,3,open
P0226,P0681,59,1,open
P0226,P0989,300,4,open
P0227,P0388,165,3,open
P0227,P0564,271,4,open
P0227,P0580,51,1,open
P0227,P0686,230,3,open
P0227,P0843,124,2,open
P0227,P0970,245,4,open
P0228,P0853,272,4,open
P0228,P0890,219,3,open
P0229,P0312,188,3,open
P0229,P0878,72,1,open
P0230,P0383,74,1,open
P0230,P0751,154,2,open
P0230,P0833,288,4,open
P0231,P0444,290,4,open
P0231,P0960,151,2,open
P0232,P0949,150,2,open
P0233,P0674,187,3,open
P0233,P0686,83,2,open
P0234,P0612,157,2,open
P0235,P0430,94,2,open
P0235,P0596,86,2,open
P0235,P0996,202,3,open
P0236,P0439,123,2,open
P0236,P0560,96,2,open
P0236,P0857,142,2,open
P0237,P0300,64,1,open
P0237,P0994,88,2,open
P0238,P0729,85,2,open
P0239,P0247,204,3,open
P0239,P0336,243,4,open
P0239,P0592,155,2,open
P0240,P0284,94,2,open
P0240,P0683,235,3,open
P0241,P0655,51,1,open
P0241,P0707,281,4,open
P0241,P0732,159,2,open
P0242,P0341,104,2,open
P0242,P0548,279,4,open
P0243,P0824,69,1,open
P0243,P0856,104,2,open
P0244,P0422,178,3,open
P0244,P0686,220,3,open
P0244,P0765,281,4,open
P0245,P0762,174,3,open
P0246,P0687,252,4,open
P0246,P0708,183,3,open
P0248,P0279,209,3,open
P0248,P0402,105,2,open
P0248,P0450,187,3,open
P0248,P0605,53,1,open
P0248,P0882,108,2,open
P0249,P0259,168,3,open
P0249,P0451,168,3,open
P0249,P0700,281,4,open
P0250,P0634,159,2,open
P0250,P0739,91,2,open
P0251,P0291,260,4,open
P0251,P0342,153,2,open
P0251,P0806,130,2,open
P0251,P0913,228,3,open
P0251,P0961,58,1,open
P0252,P0583,255,4,open
P0252,P0615,251,4,open
P0252,P0937,284,4,open
P0253,P0346,186,3,open
P0253,P0862,106,2,open
P0253,P0874,293,4,open
P0253,P0941,107,2,open
P0254,P0486,120,2,open
P0254,P0520,155,2,open
P0254,P0861,82,2,open
P0255,P0297,219,3,open
P0255,P0337,152,2,open
P0255,P0409,121,2,open
P0255,P0434,96,2,open
P0255,P0757,85,2,open
P0255,P0877,144,2,open
P0255,P0921,263,4,open
P0256,P0446,129,2,open
P0256,P0747,260,4,open
P0256,P0895,159,2,open
P0257,P0556,146,2,open
P0258,P0315,184,3,open
P0258,P0808,130,2,open
P0259,P0519,198,3,open
P0259,P0645,270,4,open
P0259,P0662,208,3,open
P0260,P0396,141,2,open
P0261,P0399,79,1,open
P0262,P0272,233,3,open
P0262,P0380,287,4,open
P0262,P0389,299,4,open
P0262,P0670,155,2,open
P0263,P0277,195,3,open
P0263,P0524,244,4,open
P0264,P0534,279,4,open
P0264,P0870,273,4,open
P0264,P0947,100,2,open
P0265,P0321,126,2,open
P0265,P0630,232,3,open
P0265,P0906,75,1,open
P0266,P0474,257,4,open
P0266,P0525,63,1,open
P0266,P0852,63,1,open
P0267,P0306,75,1,open
P0267,P0454,58,1,open
P0267,P0479,79,1,open
P0267,P0864,268,4,open
P0267,P0978,150,2,open
P0268,P0496,122,2,open
P0268,P0559,152,2,open
P0268,P0806,276,4,open
P0269,P0667,176,3,open
P0269,P0727,55,1,open
P0269,P0849,244,4,open
P0270,P0490,273,4,open
P0270,P0747,112,2,open
P0270,P0956,135,2,open
P0271,P0408,274,4,open
P0271,P0602,207,3,open
P0271,P0930,52,1,open
P0271,P0990,54,1,open
P0272,P0290,78,1,open
P0272,P0296,75,1,open
P0272,P0428,198,3,open
P0272,P0457,221,3,open
P0272,P0706,298,4,open
P0272,P0756,134,2,open
P0272,P0999,272,4,open
P0273,P0330,130,2,open
P0273,P0744,74,1,open
P0274,P0756,196,3,open
P0274,P0801,180,3,open
P0274,P0839,255,4,open
P0274,P0972,91,2,open
P0275,P0430,299,4,open
P0275,P0498,276,4,open
P0275,P0853,151,2,open
P0276,P0452,168,3,open
P0276,P0497,242,4,open
P0276,P0922,290,4,open
P0277,P0609,162,3,open
P0277,P0717,216,3,open
P0278,P0630,288,4,open
P0278,P0697,175,3,open
P0278,P0942,176,3,open
P0279,P0332,159,2,open
P0279,P0512,289,4,open
P0279,P0517,270,4,open
P0279,P0823,254,4,open
P0279,P0829,156,2,open
P0280,P0439,164,3,open
P0280,P0635,90,2,open
P0280,P0827,98,2,open
P0281,P0527,199,3,open
P0281,P0985,203,3,open
P0282,P0602,265,4,open
P0282,P0648,209,3,open
P0282,P0822,199,3,open
P0283,P0340,173,3,open
P0283,P0647,95,2,open
P0283,P0721,296,4,open
P0283,P0810,120,2,open
P0284,P0325,250,4,open
P0284,P0488,151,2,open
P0284,P0561,254,4,open
P0284,P0985,103,2,open
P0286,P0397,238,3,open
P0286,P0699,279,4,open
P0286,P0868,55,1,open
P0286,P0957,145,2,open
P0287,P0326,79,1,open
P0287,P0466,137,2,open
P0287,P0657,294,4,open
P0288,P0474,192,3,open
P0288,P0660,219,3,open
P0288,P0768,140,2,open
P0289,P0561,299,4,open
P0289,P0598,169,3,open
P0290,P0334,194,3,open
P0290,P0361,97,2,open
P0290,P0417,278,4,open
P0291,P0610,211,3,open
P0291,P0685,224,3,open
P0292,P0421,157,2,open
P0292,P0603,53,1,open
P0292,P0969,288,4,open
P0293,P0404,244,4,open
P0293,P0627,115,2,open
P0293,P0698,93,2,open
P0294,P0476,252,4,open
P0294,P0670,184,3,open
P0294,P0768,152,2,open
P0294,P0796,164,3,open
P0294,P0877,65,1,open
P0295,P0465,297,4,open
P0295,P0667,110,2,open
P0295,P0855,182,3,open
P0295,P0950,143,2,open
P0296,P0461,214,3,open
P0296,P0489,292,4,open
P0296,P0535,209,3,open
P0296,P0745,267,4,open
