place_id,display_name,category,stay_time,open_time,close_time
P0090,Place_P0090,Sports,42,00:00,23:59
P0091,Place_P0091,Teaching,48,00:00,23:59
P0092,Place_P0092,Medical,53,00:00,23:59
P0093,Place_P0093,Dining,35,00:00,23:59
P0094,Place_P0094,Teaching,54,00:00,23:59
P0095,Place_P0095,Medical,33,00:00,23:59
P0096,Place_P0096,Dining,41,00:00,23:59
P0097,Place_P0097,Medical,49,00:00,23:59
P0098,Place_P0098,Dining,14,00:00,23:59
P0099,Place_P0099,Dining,4,00:00,23:59
P0100,Place_P0100,Medical,3,00:00,23:59
P0101,Place_P0101,Teaching,48,00:00,23:59
P0102,Place_P0102,Dining,6,00:00,23:59
P0103,Place_P0103,Other,21,00:00,23:59
P0104,Place_P0104,Medical,6,00:00,23:59
P0105,Place_P0105,Teaching,4,00:00,23:59
P0106,Place_P0106,Other,21,00:00,23:59
P0107,Place_P0107,Teaching,55,00:00,23:59
P0108,Place_P0108,Teaching,57,00:00,23:59
P0109,Place_P0109,Medical,43,00:00,23:59
P0110,Place_P0110,Other,52,00:00,23:59
P0111,Place_P0111,Sports,18,00:00,23:59
P0112,Place_P0112,Other,36,00:00,23:59
P0113,Place_P0113,Dormitory,10,00:00,23:59
P0114,Place_P0114,Other,4,00:00,23:59
P0115,Place_P0115,Dormitory,44,00:00,23:59
P0116,Place_P0116,Dormitory,49,00:00,23:59
P0117,Place_P0117,Dining,17,00:00,23:59
P0118,Place_P0118,Sports,38,00:00,23:59
P0119,Place_P0119,Other,12,00:00,23:59
P0120,Place_P0120,Dining,60,00:00,23:59
P0121,Place_P0121,Medical,3,00:00,23:59
P0122,Place_P0122,Medical,2,00:00,23:59
P0123,Place_P0123,Sports,19,00:00,23:59
P0124,Place_P0124,Dining,47,00:00,23:59
P0125,Place_P0125,Sports,38,00:00,23:59
P0126,Place_P0126,Dining,38,00:00,23:59
P0127,Place_P0127,Sports,21,00:00,23:59
P0128,Place_P0128,Teaching,47,00:00,23:59
P0129,Place_P0129,Teaching,23,00:00,23:59
P0130,Place_P0130,Dining,44,00:00,23:59
P0131,Place_P0131,Dining,5,00:00,23:59
P0132,Place_P0132,Other,15,00:00,23:59
P0133,Place_P0133,Dormitory,43,00:00,23:59
P0134,Place_P0134,Dining,31,00:00,23:59
P0135,Place_P0135,Teaching,51,00:00,23:59
P0136,Place_P0136,Dining,19,00:00,23:59
P0137,Place_P0137,Medical,14,00:00,23:59
P0138,Place_P0138,Dormitory,30,00:00,23:59
P0139,Place_P0139,Dining,17,00:00,23:59
P0140,Place_P0140,Dormitory,42,00:00,23:59
P0141,Place_P0141,Dormitory,48,00:00,23:59
P0142,Place_P0142,Other,21,00:00,23:59
P0143,Place_P0143,Dining,31,00:00,23:59
P0144,Place_P0144,Medical,56,00:00,23:59
P0145,Place_P0145,Teaching,4,00:00,23:59
P0146,Place_P0146,Teaching,27,00:00,23:59
P0147,Place_P0147,Dining,2,00:00,23:59
P0148,Place_P0148,Other,25,00:00,23:59
P0149,Place_P0149,Other,31,00:00,23:59
P0150,Place_P0150,Other,6,00:00,23:59
P0151,Place_P0151,Dormitory,39,00:00,23:59
P0152,Place_P0152,Sports,17,00:00,23:59
P0153,Place_P0153,Teaching,53,00:00,23:59
P0154,Place_P0154,Dormitory,16,00:00,23:59
P0155,Place_P0155,Other,50,00:00,23:59
P0156,Place_P0156,Teaching,4,00:00,23:59
P0157,Place_P0157,Other,19,00:00,23:59
P0158,Place_P0158,Teaching,7,00:00,23:59
P0159,Place_P0159,Sports,22,00:00,23:59
P0160,Place_P0160,Dining,0,00:00,23:59
P0161,Place_P0161,Dormitory,10,00:00,23:59
P0162,Place_P0162,Other,32,00:00,23:59
P0163,Place_P0163,Dormitory,29,00:00,23:59
P0164,Place_P0164,Teaching,43,00:00,23:59
P0165,Place_P0165,Dining,28,00:00,23:59
P0166,Place_P0166,Sports,57,00:00,23:59
P0167,Place_P0167,Dormitory,25,00:00,23:59
P0168,Place_P0168,Dormitory,25,00:00,23:59
P0169,Place_P0169,Dormitory,53,00:00,23:59
P0170,Place_P0170,Other,54,00:00,23:59
P0171,Place_P0171,Dining,51,00:00,23:59
P0172,Place_P0172,Teaching,32,00:00,23:59
P0173,Place_P0173,Other,13,00:00,23:59
P0174,Place_P0174,Medical,53,00:00,23:59
P0175,Place_P0175,Teaching,31,00:00,23:59
P0176,Place_P0176,Dining,34,00:00,23:59
P0177,Place_P0177,Dining,23,00:00,23:59
P0178,Place_P0178,Medical,15,00:00,23:59
P0179,Place_P0179,Dining,37,00:00,23:59
P0180,Place_P0180,Dining,34,00:00,23:59
P0181,Place_P0181,Medical,4,00:00,23:59
P0182,Place_P0182,Dormitory,13,00:00,23:59
P0183,Place_P0183,Medical,21,00:00,23:59
P0184,Place_P0184,Teaching,7,00:00,23:59
P0185,Place_P0185,Dining,57,00:00,23:59
P0186,Place_P0186,Sports,27,00:00,23:59
P0187,Place_P0187,Sports,29,00:00,23:59
P0188,Place_P0188,Other,8,00:00,23:59
P0189,Place_P0189,Teaching,46,00:00,23:59
P0190,Place_P0190,Teaching,45,00:00,23:59
P0191,Place_P0191,Teaching,13,00:00,23:59
P0192,Place_P0192,Dining,29,00:00,23:59
P0193,Place_P0193,Dining,2,00:00,23:59
P0194,Place_P0194,Dormitory,47,00:00,23:59
P0195,Place_P0195,Teaching,51,00:00,23:59
P0196,Place_P0196,Teaching,11,00:00,23:59
P0197,Place_P0197,Medical,27,00:00,23:59
P0198,Place_P0198,Sports,50,00:00,23:59
P0199,Place_P0199,Other,16,00:00,23:59
P0200,Place_P0200,Medical,17,00:00,23:59
P0201,Place_P0201,Other,19,00:00,23:59
P0202,Place_P0202,Other,24,00:00,23:59
P0203,Place_P0203,Dining,44,00:00,23:59
P0204,Place_P0204,Dormitory,26,00:00,23:59
P0205,Place_P0205,Dining,13,00:00,23:59
P0206,Place_P0206,Teaching,21,00:00,23:59
P0207,Place_P0207,Dining,36,00:00,23:59
P0208,Place_P0208,Dormitory,57,00:00,23:59
P0209,Place_P0209,Sports,12,00:00,23:59
P0210,Place_P0210,Teaching,4,00:00,23:59
P0211,Place_P0211,Other,34,00:00,23:59
P0212,Place_P0212,Dormitory,38,00:00,23:59
P0213,Place_P0213,Dormitory,3,00:00,23:59
P0214,Place_P0214,Dining,20,00:00,23:59
P0215,Place_P0215,Other,5,00:00,23:59
P0216,Place_P0216,Dining,49,00:00,23:59
P0217,Place_P0217,Dormitory,53,00:00,23:59
P0218,Place_P0218,Teaching,11,00:00,23:59
P0219,Place_P0219,Dining,6,00:00,23:59
P0220,Place_P0220,Dining,21,00:00,23:59
P0221,Place_P0221,Teaching,35,00:00,23:59
P0222,Place_P0222,Medical,24,00:00,23:59
P0223,Place_P0223,Other,21,00:00,23:59
P0224,Place_P0224,Medical,24,00:00,23:59
P0225,Place_P0225,Teaching,22,00:00,23:59
P0226,Place_P0226,Dining,38,00:00,23:59
P0227,Place_P0227,Other,26,00:00,23:59
P0228,Place_P0228,Dining,24,00:00,23:59
P0229,Place_P0229,Other,31,00:00,23:59
P0230,Place_P0230,Other,5,00:00,23:59
P0231,Place_P0231,Other,3,00:00,23:59
P0232,Place_P0232,Dining,4,00:00,23:59
P0233,Place_P0233,Medical,52,00:00,23:59
P0234,Place_P0234,Dining,32,00:00,23:59
P0235,Place_P0235,Dormitory,38,00:00,23:59
P0236,Place_P0236,Sports,57,00:00,23:59
P0237,Place_P0237,Medical,34,00:00,23:59
P0238,Place_P0238,Sports,28,00:00,23:59
P0239,Place_P0239,Dining,27,00:00,23:59
P0240,Place_P0240,Sports,60,00:00,23:59
P0241,Place_P0241,Sports,14,00:00,23:59
P0242,Place_P0242,Dormitory,16,00:00,23:59
P0243,Place_P0243,Teaching,19,00:00,23:59
P0244,Place_P0244,Sports,55,00:00,23:59
P0245,Place_P0245,Teaching,18,00:00,23:59
P0246,Place_P0246,Dining,19,00:00,23:59
P0247,Place_P0247,Dormitory,26,00:00,23:59
P0248,Place_P0248,Dining,30,00:00,23:59
P0249,Place_P0249,Dormitory,47,00:00,23:59
P0250,Place_P0250,Sports,60,00:00,23:59
P0251,Place_P0251,Medical,26,00:00,23:59
P0252,Place_P0252,Teaching,38,00:00,23:59
P0253,Place_P0253,Sports,56,00:00,23:59
P0254,Place_P0254,Medical,54,00:00,23:59
P0255,Place_P0255,Dining,32,00:00,23:59
P0256,Place_P0256,Teaching,38,00:00,23:59
P0257,Place_P0257,Teaching,25,00:00,23:59
P0258,Place_P0258,Dining,55,00:00,23:59
P0259,Place_P0259,Dining,18,00:00,23:59
P0260,Place_P0260,Teaching,53,00:00,23:59
P0261,Place_P0261,Teaching,3,00:00,23:59
P0262,Place_P0262,Medical,44,00:00,23:59
P0263,Place_P0263,Sports,22,00:00,23:59
P0264,Place_P0264,Medical,15,00:00,23:59
P0265,Place_P0265,Medical,20,00:00,23:59
P0266,Place_P0266,Sports,42,00:00,23:59
P0267,Place_P0267,Dining,1,00:00,23:59
P0268,Place_P0268,Teaching,22,00:00,23:59
P0269,Place_P0269,Dining,40,00:00,23:59
P0270,Place_P0270,Dining,40,00:00,23:59
P0271,Place_P0271,Other,24,00:00,23:59
P0272,Place_P0272,Medical,26,00:00,23:59
P0273,Place_P0273,Medical,16,00:00,23:59
P0274,Place_P0274,Medical,45,00:00,23:59
P0275,Place_P0275,Teaching,25,00:00,23:59
P0276,Place_P0276,Medical,16,00:00,23:59
P0277,Place_P0277,Other,18,00:00,23:59
P0278,Place_P0278,Sports,43,00:00,23:59
P0279,Place_P0279,Dining,58,00:00,23:59
P0280,Place_P0280,Dining,0,00:00,23:59
P0281,Place_P0281,Medical,16,00:00,23:59
P0282,Place_P0282,Teaching,41,00:00,23:59
P0283,Place_P0283,Medical,56,00:00,23:59
P0284,Place_P0284,Sports,43,00:00,23:59
P0285,Place_P0285,Dining,53,00:00,23:59
P0286,Place_P0286,Medical,2,00:00,23:59
P0287,Place_P0287,Medical,14,00:00,23:59
P0288,Place_P0288,Other,53,00:00,23:59
P0289,Place_P0289,Teaching,30,00:00,23:59
P0290,Place_P0290,Dining,58,00:00,23:59
P0291,Place_P0291,Dining,32,00:00,23:59
P0292,Place_P0292,Dormitory,49,00:00,23:59
P0293,Place_P0293,Medical,2,00:00,23:59
P0294,Place_P0294,Teaching,59,00:00,23:59
P0295,Place_P0295,Teaching,25,00:00,23:59
P0296,Place_P0296,Other,9,00:00,23:59
P0297,Place_P0297,Dormitory,50,00:00,23:59
P0298,Place_P0298,Other,53,00:00,23:59
P0299,Place_P0299,Other,18,00:00,23:59
P0300,Place_P0300,Teaching,53,00:00,23:59
P0301,Place_P0301,Dining,16,00:00,23:59
P0302,Place_P0302,Medical,23,00:00,23:59
P0303,Place_P0303,Other,32,00:00,23:59
P0304,Place_P0304,Other,40,00:00,23:59
P0305,Place_P0305,Dormitory,14,00:00,23:59
P0306,Place_P0306,Teaching,56,00:00,23:59
P0307,Place_P0307,Dormitory,56,00:00,23:59
P0308,Place_P0308,Dining,9,00:00,23:59
P0309,Place_P0309,Other,30,00:00,23:59
P0310,Place_P0310,Teaching,22,00:00,23:59
P0311,Place_P0311,Medical,35,00:00,23:59
P0312,Place_P0312,Medical,27,00:00,23:59
P0313,Place_P0313,Medical,0,00:00,23:59
P0314,Place_P0314,Dormitory,52,00:00,23:59
P0315,Place_P0315,Sports,35,00:00,23:59
P0316,Place_P0316,Teaching,5,00:00,23:59
P0317,Place_P0317,Sports,20,00:00,23:59
P0318,Place_P0318,Other,26,00:00,23:59
P0319,Place_P0319,Other,57,00:00,23:59
P0320,Place_P0320,Other,57,00:00,23:59
P0321,Place_P0321,Dining,41,00:00,23:59
P0322,Place_P0322,Dormitory,48,00:00,23:59
P0323,Place_P0323,Medical,41,00:00,23:59
P0324,Place_P0324,Sports,6,00:00,23:59
P0325,Place_P0325,Medical,40,00:00,23:59
P0326,Place_P0326,Medical,2,00:00,23:59
P0327,Place_P0327,Teaching,22,00:00,23:59
P0328,Place_P0328,Medical,27,00:00,23:59
P0329,Place_P0329,Other,50,00:00,23:59
P0330,Place_P0330,Dormitory,41,00:00,23:59
P0331,Place_P0331,Teaching,6,00:00,23:59
P0332,Place_P0332,Teaching,18,00:00,23:59
P0333,Place_P0333,Sports,57,00:00,23:59
P0334,Place_P0334,Teaching,43,00:00,23:59
P0335,Place_P0335,Sports,10,00:00,23:59
P0336,Place_P0336,Dormitory,28,00:00,23:59
P0337,Place_P0337,Dining,47,00:00,23:59
P0338,Place_P0338,Dining,2,00:00,23:59
P0339,Place_P0339,Dining,47,00:00,23:59
P0340,Place_P0340,Dormitory,59,00:00,23:59
P0341,Place_P0341,Teaching,20,00:00,23:59
P0342,Place_P0342,Sports,14,00:00,23:59
P0343,Place_P0343,Other,18,00:00,23:59
P0344,Place_P0344,Teaching,31,00:00,23:59
P0345,Place_P0345,Medical,15,00:00,23:59
P0346,Place_P0346,Sports,22,00:00,23:59
P0347,Place_P0347,Teaching,32,00:00,23:59
P0348,Place_P0348,Dining,39,00:00,23:59
P0349,Place_P0349,Medical,50,00:00,23:59
P0350,Place_P0350,Teaching,58,00:00,23:59
P0351,Place_P0351,Medical,30,00:00,23:59
P0352,Place_P0352,Other,52,00:00,23:59
P0353,Place_P0353,Medical,25,00:00,23:59
P0354,Place_P0354,Medical,59,00:00,23:59
P0355,Place_P0355,Other,53,00:00,23:59
P0356,Place_P0356,Dining,54,00:00,23:59
P0357,Place_P0357,Sports,59,00:00,23:59
P0358,Place_P0358,Sports,16,00:00,23:59
P0359,Place_P0359,Teaching,18,00:00,23:59
P0360,Place_P0360,Other,22,00:00,23:59
P0361,Place_P0361,Dining,7,00:00,23:59
P0362,Place_P0362,Medical,58,00:00,23:59
P0363,Place_P0363,Dormitory,32,00:00,23:59
P0364,Place_P0364,Teaching,60,00:00,23:59
P0365,Place_P0365,Medical,57,00:00,23:59
P0366,Place_P0366,Sports,4,00:00,23:59
P0367,Place_P0367,Dormitory,29,00:00,23:59
P0368,Place_P0368,Sports,0,00:00,23:59
P0369,Place_P0369,Dining,24,00:00,23:59
P0370,Place_P0370,Sports,30,00:00,23:59
P0371,Place_P0371,Dining,14,00:00,23:59
P0372,Place_P0372,Other,23,00:00,23:59
P0373,Place_P0373,Sports,6,00:00,23:59
P0374,Place_P0374,Sports,46,00:00,23:59
P0375,Place_P0375,Other,16,00:00,23:59
P0376,Place_P0376,Dormitory,37,00:00,23:59
P0377,Place_P0377,Dining,56,00:00,23:59
P0378,Place_P0378,Other,8,00:00,23:59
P0379,Place_P0379,Medical,10,00:00,23:59
P0380,Place_P0380,Teaching,5,00:00,23:59
P0381,Place_P0381,Other,6,00:00,23:59
P0382,Place_P0382,Sports,43,00:00,23:59
P0383,Place_P0383,Dormitory,7,00:00,23:59
P0384,Place_P0384,Teaching,29,00:00,23:59
P0385,Place_P0385,Other,55,00:00,23:59
P0386,Place_P0386,Dining,46,00:00,23:59
P0387,Place_P0387,Dormitory,3,00:00,23:59
P0388,Place_P0388,Teaching,55,00:00,23:59
P0389,Place_P0389,Dormitory,5,00:00,23:59
P0390,Place_P0390,Dining,2,00:00,23:59
P0391,Place_P0391,Dining,41,00:00,23:59
P0392,Place_P0392,Dining,29,00:00,23:59
P0393,Place_P0393,Other,47,00:00,23:59
P0394,Place_P0394,Sports,8,00:00,23:59
P0395,Place_P0395,Teaching,1,00:00,23:59
P0396,Place_P0396,Sports,6,00:00,23:59
P0397,Place_P0397,Medical,26,00:00,23:59
P0398,Place_P0398,Dormitory,49,00:00,23:59
P0399,Place_P0399,Teaching,28,00:00,23:59
P0400,Place_P0400,Dining,10,00:00,23:59
P0401,Place_P0401,Dormitory,38,00:00,23:59
P0402,Place_P0402,Medical,27,00:00,23:59
P0403,Place_P0403,Dining,47,00:00,23:59
P0404,Place_P0404,Teaching,6,00:00,23:59
P0405,Place_P0405,Dormitory,40,00:00,23:59
P0406,Place_P0406,Other,20,00:00,23:59
P0407,Place_P0407,Medical,12,00:00,23:59
P0408,Place_P0408,Dining,41,00:00,23:59
P0409,Place_P0409,Dormitory,31,00:00,23:59
P0410,Place_P0410,Dormitory,35,00:00,23:59
P0411,Place_P0411,Sports,32,00:00,23:59
P0412,Place_P0412,Other,60,00:00,23:59
P0413,Place_P0413,Dormitory,58,00:00,23:59
P0414,Place_P0414,Dining,54,00:00,23:59
P0415,Place_P0415,Dining,51,00:00,23:59
P0416,Place_P0416,Teaching,50,00:00,23:59
P0417,Place_P0417,Teaching,54,00:00,23:59
P0418,Place_P0418,Dormitory,22,00:00,23:59
P0419,Place_P0419,Medical,52,00:00,23:59
P0420,Place_P0420,Dormitory,30,00:00,23:59
P0421,Place_P0421,Medical,25,00:00,23:59
P0422,Place_P0422,Teaching,39,00:00,23:59
P0423,Place_P0423,Other,29,00:00,23:59
P0424,Place_P0424,Teaching,0,00:00,23:59
P0425,Place_P0425,Dormitory,52,00:00,23:59
P0426,Place_P0426,Sports,36,00:00,23:59
P0427,Place_P0427,Sports,22,00:00,23:59
P0428,Place_P0428,Teaching,17,00:00,23:59
P0429,Place_P0429,Medical,55,00:00,23:59
P0430,Place_P0430,Teaching,25,00:00,23:59
P0431,Place_P0431,Other,49,00:00,23:59
P0432,Place_P0432,Teaching,35,00:00,23:59
P0433,Place_P0433,Teaching,29,00:00,23:59
P0434,Place_P0434,Dining,8,00:00,23:59
P0435,Place_P0435,Sports,5,00:00,23:59
P0436,Place_P0436,Medical,9,00:00,23:59
P0437,Place_P0437,Sports,21,00:00,23:59
P0438,Place_P0438,Sports,29,00:00,23:59
P0439,Place_P0439,Sports,36,00:00,23:59
P0440,Place_P0440,Teaching,52,00:00,23:59
P0441,Place_P0441,Medical,30,00:00,23:59
P0442,Place_P0442,Teaching,20,00:00,23:59
P0443,Place_P0443,Other,29,00:00,23:59
P0444,Place_P0444,Other,17,00:00,23:59
P0445,Place_P0445,Teaching,7,00:00,23:59
P0446,Place_P0446,Sports,42,00:00,23:59
P0447,Place_P0447,Dormitory,0,00:00,23:59
P0448,Place_P0448,Medical,36,00:00,23:59
P0449,Place_P0449,Dining,45,00:00,23:59
P0450,Place_P0450,Medical,57,00:00,23:59
P0451,Place_P0451,Dining,12,00:00,23:59
P0452,Place_P0452,Other,46,00:00,23:59
P0453,Place_P0453,Teaching,44,00:00,23:59
P0454,Place_P0454,Other,30,00:00,23:59
P0455,Place_P0455,Teaching,37,00:00,23:59
P0456,Place_P0456,Dormitory,28,00:00,23:59
P0457,Place_P0457,Sports,30,00:00,23:59
P0458,Place_P0458,Teaching,32,00:00,23:59
P0459,Place_P0459,Teaching,18,00:00,23:59
P0460,Place_P0460,Teaching,9,00:00,23:59
P0461,Place_P0461,Medical,4,00:00,23:59
P0462,Place_P0462,Teaching,21,00:00,23:59
P0463,Place_P0463,Medical,26,00:00,23:59
P0464,Place_P0464,Medical,17,00:00,23:59
P0465,Place_P0465,Other,55,00:00,23:59
P0466,Place_P0466,Teaching,19,00:00,23:59
P0467,Place_P0467,Other,40,00:00,23:59
P0468,Place_P0468,Sports,51,00:00,23:59
P0469,Place_P0469,Other,17,00:00,23:59
P0470,Place_P0470,Dining,4,00:00,23:59
P0471,Place_P0471,Dining,15,00:00,23:59
P0472,Place_P0472,Medical,35,00:00,23:59
P0473,Place_P0473,Dining,56,00:00,23:59
P0474,Place_P0474,Dormitory,22,00:00,23:59
P0475,Place_P0475,Dormitory,1,00:00,23:59
P0476,Place_P0476,Sports,25,00:00,23:59
P0477,Place_P0477,Teaching,60,00:00,23:59
P0478,Place_P0478,Other,29,00:00,23:59
P0479,Place_P0479,Dormitory,27,00:00,23:59
P0480,Place_P0480,Sports,16,00:00,23:59
P0481,Place_P0481,Dining,12,00:00,23:59
P0482,Place_P0482,Dormitory,54,00:00,23:59
P0483,Place_P0483,Other,14,00:00,23:59
P0484,Place_P0484,Dining,43,00:00,23:59
P0485,Place_P0485,Other,40,00:00,23:59
P0486,Place_P0486,Dormitory,53,00:00,23:59
P0487,Place_P0487,Dormitory,42,00:00,23:59
P0488,Place_P0488,Dining,37,00:00,23:59
P0489,Place_P0489,Teaching,48,00:00,23:59
P0490,Place_P0490,Dining,52,00:00,23:59
P0491,Place_P0491,Other,49,00:00,23:59
P0492,Place_P0492,Medical,49,00:00,23:59
P0493,Place_P0493,Teaching,38,00:00,23:59
P0494,Place_P0494,Medical,51,00:00,23:59
P0495,Place_P0495,Dormitory,21,00:00,23:59
P0496,Place_P0496,Medical,52,00:00,23:59
P0497,Place_P0497,Other,48,00:00,23:59
P0498,Place_P0498,Teaching,31,00:00,23:59
P0499,Place_P0499,Sports,22,00:00,23:59
P0500,Place_P0500,Dining,41,00:00,23:59
P0501,Place_P0501,Dormitory,33,00:00,23:59
P0502,Place_P0502,Sports,41,00:00,23:59
P0503,Place_P0503,Teaching,59,00:00,23:59
P0504,Place_P0504,Other,7,00:00,23:59
P0505,Place_P0505,Sports,26,00:00,23:59
P0506,Place_P0506,Medical,46,00:00,23:59
P0507,Place_P0507,Dormitory,37,00:00,23:59
P0508,Place_P0508,Teaching,16,00:00,23:59
P0509,Place_P0509,Other,52,00:00,23:59
P0510,Place_P0510,Other,4,00:00,23:59
P0511,Place_P0511,Sports,51,00:00,23:59
P0512,Place_P0512,Dining,38,00:00,23:59
P0513,Place_P0513,Teaching,10,00:00,23:59
P0514,Place_P0514,Other,21,00:00,23:59
P0515,Place_P0515,Teaching,31,00:00,23:59
P0516,Place_P0516,Sports,43,00:00,23:59
P0517,Place_P0517,Dormitory,26,00:00,23:59
P0518,Place_P0518,Dining,59,00:00,23:59
P0519,Place_P0519,Dormitory,3,00:00,23:59
P0520,Place_P0520,Medical,46,00:00,23:59
P0521,Place_P0521,Medical,14,00:00,23:59
P0522,Place_P0522,Dining,41,00:00,23:59
P0523,Place_P0523,Medical,49,00:00,23:59
P0524,Place_P0524,Dormitory,25,00:00,23:59
P0525,Place_P0525,Medical,25,00:00,23:59
P0526,Place_P0526,Teaching,14,00:00,23:59
P0527,Place_P0527,Other,30,00:00,23:59
P0528,Place_P0528,Medical,31,00:00,23:59
P0529,Place_P0529,Medical,56,00:00,23:59
P0530,Place_P0530,Dining,24,00:00,23:59
P0531,Place_P0531,Dormitory,11,00:00,23:59
P0532,Place_P0532,Teaching,22,00:00,23:59
P0533,Place_P0533,Dining,52,00:00,23:59
P0534,Place_P0534,Dormitory,54,00:00,23:59
P0535,Place_P0535,Dormitory,43,00:00,23:59
P0536,Place_P0536,Dormitory,50,00:00,23:59
P0537,Place_P0537,Other,15,00:00,23:59
P0538,Place_P0538,Medical,22,00:00,23:59
P0539,Place_P0539,Dormitory,23,00:00,23:59
P0540,Place_P0540,Dormitory,27,00:00,23:59
P0541,Place_P0541,Dormitory,34,00:00,23:59
P0542,Place_P0542,Sports,12,00:00,23:59
P0543,Place_P0543,Medical,7,00:00,23:59
P0544,Place_P0544,Medical,16,00:00,23:59
P0545,Place_P0545,Dining,14,00:00,23:59
P0546,Place_P0546,Teaching,24,00:00,23:59
P0547,Place_P0547,Dormitory,42,00:00,23:59
P0548,Place_P0548,Dormitory,15,00:00,23:59
P0549,Place_P0549,Other,57,00:00,23:59
P0550,Place_P0550,Dormitory,19,00:00,23:59
