place_id,display_name,category,stay_time,open_time,close_time
P0299,理科大楼_199,Teaching,27,00:00,23:59
P0300,理科大楼_200,Teaching,24,00:00,23:59
P0301,理科大楼_201,Teaching,25,00:00,23:59
P0302,理科大楼_202,Teaching,10,00:00,23:59
P0303,理科大楼_203,Teaching,13,00:00,23:59
P0304,理科大楼_204,Teaching,8,00:00,23:59
P0305,理科大楼_205,Teaching,6,00:00,23:59
P0306,理科大楼_206,Teaching,39,00:00,23:59
P0307,理科大楼_207,Teaching,5,00:00,23:59
P0308,理科大楼_208,Teaching,16,00:00,23:59
P0309,理科大楼_209,Teaching,29,00:00,23:59
P0310,理科大楼_210,Teaching,42,00:00,23:59
P0311,理科大楼_211,Teaching,47,00:00,23:59
P0312,理科大楼_212,Teaching,22,00:00,23:59
P0313,理科大楼_213,Teaching,5,00:00,23:59
P0314,理科大楼_214,Teaching,46,00:00,23:59
P0315,理科大楼_215,Teaching,45,00:00,23:59
P0316,理科大楼_216,Teaching,11,00:00,23:59
P0317,理科大楼_217,Teaching,25,00:00,23:59
P0318,理科大楼_218,Teaching,40,00:00,23:59
P0319,理科大楼_219,Teaching,29,00:00,23:59
P0320,理科大楼_220,Teaching,44,00:00,23:59
P0321,理科大楼_221,Teaching,36,00:00,23:59
P0322,理科大楼_222,Teaching,31,00:00,23:59
P0323,理科大楼_223,Teaching,20,00:00,23:59
P0324,理科大楼_224,Teaching,13,00:00,23:59
P0325,理科大楼_225,Teaching,17,00:00,23:59
P0326,理科大楼_226,Teaching,28,00:00,23:59
P0327,理科大楼_227,Teaching,21,00:00,23:59
P0328,理科大楼_228,Teaching,47,00:00,23:59
P0329,理科大楼_229,Teaching,5,00:00,23:59
P0330,理科大楼_230,Teaching,9,00:00,23:59
P0331,理科大楼_231,Teaching,11,00:00,23:59
P0332,理科大楼_232,Teaching,9,00:00,23:59
P0333,理科大楼_233,Teaching,14,00:00,23:59
P0334,理科大楼_234,Teaching,5,00:00,23:59
P0335,理科大楼_235,Teaching,33,00:00,23:59
P0336,理科大楼_236,Teaching,29,00:00,23:59
P0337,理科大楼_237,Teaching,12,00:00,23:59
P0338,理科大楼_238,Teaching,15,00:00,23:59
P0339,理科大楼_239,Teaching,35,00:00,23:59
P0340,理科大楼_240,Teaching,46,00:00,23:59
P0341,理科大楼_241,Teaching,24,00:00,23:59
P0342,理科大楼_242,Teaching,40,00:00,23:59
P0343,理科大楼_243,Teaching,50,00:00,23:59
P0344,理科大楼_244,Teaching,31,00:00,23:59
P0345,理科大楼_245,Teaching,24,00:00,23:59
P0346,理科大楼_246,Teaching,18,00:00,23:59
P0347,理科大楼_247,Teaching,45,00:00,23:59
P0348,理科大楼_248,Teaching,11,00:00,23:59
P0349,理科大楼_249,Teaching,24,00:00,23:59
P0350,理科大楼_250,Teaching,5,00:00,23:59
P0351,理科大楼_251,Teaching,34,00:00,23:59
P0352,理科大楼_252,Teaching,22,00:00,23:59
P0353,理科大楼_253,Teaching,43,00:00,23:59
P0354,理科大楼_254,Teaching,43,00:00,23:59
P0355,理科大楼_255,Teaching,33,00:00,23:59
P0356,理科大楼_256,Teaching,19,00:00,23:59
P0357,理科大楼_257,Teaching,27,00:00,23:59
P0358,理科大楼_258,Teaching,39,00:00,23:59
P0359,理科大楼_259,Teaching,8,00:00,23:59
P0360,理科大楼_260,Teaching,7,00:00,23:59
P0361,理科大楼_261,Teaching,34,00:00,23:59
P0362,理科大楼_262,Teaching,47,00:00,23:59
P0363,理科大楼_263,Teaching,19,00:00,23:59
P0364,理科大楼_264,Teaching,9,00:00,23:59
P0365,理科大楼_265,Teaching,34,00:00,23:59
P0366,理科大楼_266,Teaching,16,00:00,23:59
P0367,理科大楼_267,Teaching,9,00:00,23:59
P0368,理科大楼_268,Teaching,29,00:00,23:59
P0369,理科大楼_269,Teaching,8,00:00,23:59
P0370,理科大楼_270,Teaching,16,00:00,23:59
P0371,理科大楼_271,Teaching,9,00:00,23:59
P0372,理科大楼_272,Teaching,48,00:00,23:59
P0373,理科大楼_273,Teaching,11,00:00,23:59
P0374,理科大楼_274,Teaching,9,00:00,23:59
P0375,理科大楼_275,Teaching,41,00:00,23:59
P0376,理科大楼_276,Teaching,10,00:00,23:59
P0377,理科大楼_277,Teaching,12,00:00,23:59
P0378,理科大楼_278,Teaching,17,00:00,23:59
P0379,理科大楼_279,Teaching,20,00:00,23:59
P0380,理科大楼_280,Teaching,15,00:00,23:59
P0381,理科大楼_281,Teaching,23,00:00,23:59
P0382,理科大楼_282,Teaching,42,00:00,23:59
P0383,理科大楼_283,Teaching,13,00:00,23:59
P0384,理科大楼_284,Teaching,38,00:00,23:59
P0385,理科大楼_285,Teaching,49,00:00,23:59
P0386,理科大楼_286,Teaching,7,00:00,23:59
P0387,理科大楼_287,Teaching,33,00:00,23:59
P0388,理科大楼_288,Teaching,21,00:00,23:59
P0389,理科大楼_289,Teaching,38,00:00,23:59
P0390,理科大楼_290,Teaching,9,00:00,23:59
P0391,理科大楼_291,Teaching,14,00:00,23:59
P0392,理科大楼_292,Teaching,27,00:00,23:59
P0393,理科大楼_293,Teaching,39,00:00,23:59
P0394,理科大楼_294,Teaching,12,00:00,23:59
P0395,理科大楼_295,Teaching,22,00:00,23:59
P0396,理科大楼_296,Teaching,50,00:00,23:59
P0397,理科大楼_297,Teaching,37,00:00,23:59
P0398,理科大楼_298,Teaching,25,00:00,23:59
P0399,理科大楼_299,Teaching,10,00:00,23:59
P0400,理科大楼_300,Teaching,43,00:00,23:59
P0401,理科大楼_301,Teaching,5,00:00,23:59
P0402,理科大楼_302,Teaching,38,00:00,23:59
P0403,理科大楼_303,Teaching,44,00:00,23:59
P0404,理科大楼_304,Teaching,9,00:00,23:59
P0405,理科大楼_305,Teaching,16,00:00,23:59
P0406,理科大楼_306,Teaching,32,00:00,23:59
P0407,理科大楼_307,Teaching,18,00:00,23:59
P0408,理科大楼_308,Teaching,34,00:00,23:59
P0409,理科大楼_309,Teaching,27,00:00,23:59
P0410,理科大楼_310,Teaching,13,00:00,23:59
P0411,理科大楼_311,Teaching,13,00:00,23:59
P0412,理科大楼_312,Teaching,24,00:00,23:59
P0413,理科大楼_313,Teaching,48,00:00,23:59
P0414,理科大楼_314,Teaching,8,00:00,23:59
P0415,理科大楼_315,Teaching,44,00:00,23:59
P0416,理科大楼_316,Teaching,25,00:00,23:59
P0417,理科大楼_317,Teaching,9,00:00,23:59
P0418,理科大楼_318,Teaching,39,00:00,23:59
P0419,理科大楼_319,Teaching,12,00:00,23:59
P0420,理科大楼_320,Teaching,10,00:00,23:59
P0421,理科大楼_321,Teaching,43,00:00,23:59
P0422,理科大楼_322,Teaching,47,00:00,23:59
P0423,理科大楼_323,Teaching,17,00:00,23:59
P0424,理科大楼_324,Teaching,48,00:00,23:59
P0425,理科大楼_325,Teaching,31,00:00,23:59
P0426,理科大楼_326,Teaching,50,00:00,23:59
P0427,理科大楼_327,Teaching,28,00:00,23:59
P0428,理科大楼_328,Teaching,39,00:00,23:59
P0429,理科大楼_329,Teaching,50,00:00,23:59
P0430,理科大楼_330,Teaching,12,00:00,23:59
P0431,理科大楼_331,Teaching,15,00:00,23:59
P0432,理科大楼_332,Teaching,26,00:00,23:59
P0433,理科大楼_333,Teaching,17,00:00,23:59
P0434,理科大楼_334,Teaching,23,00:00,23:59
P0435,理科大楼_335,Teaching,7,00:00,23:59
P0436,理科大楼_336,Teaching,6,00:00,23:59
P0437,理科大楼_337,Teaching,7,00:00,23:59
P0438,理科大楼_338,Teaching,16,00:00,23:59
P0439,理科大楼_339,Teaching,34,00:00,23:59
P0440,理科大楼_340,Teaching,26,00:00,23:59
P0441,理科大楼_341,Teaching,12,00:00,23:59
P0442,理科大楼_342,Teaching,47,00:00,23:59
P0443,理科大楼_343,Teaching,10,00:00,23:59
P0444,理科大楼_344,Teaching,7,00:00,23:59
P0445,理科大楼_345,Teaching,33,00:00,23:59
P0446,理科大楼_346,Teaching,29,00:00,23:59
P0447,理科大楼_347,Teaching,46,00:00,23:59
P0448,理科大楼_348,Teaching,8,00:00,23:59
P0449,理科大楼_349,Teaching,10,00:00,23:59
P0450,理科大楼_350,Teaching,7,00:00,23:59
P0451,理科大楼_351,Teaching,39,00:00,23:59
P0452,理科大楼_352,Teaching,11,00:00,23:59
P0453,理科大楼_353,Teaching,40,00:00,23:59
P0454,理科大楼_354,Teaching,46,00:00,23:59
P0455,理科大楼_355,Teaching,22,00:00,23:59
P0456,理科大楼_356,Teaching,18,00:00,23:59
P0457,理科大楼_357,Teaching,43,00:00,23:59
P0458,理科大楼_358,Teaching,22,00:00,23:59
P0459,理科大楼_359,Teaching,48,00:00,23:59
P0460,理科大楼_360,Teaching,40,00:00,23:59
P0461,理科大楼_361,Teaching,20,00:00,23:59
P0462,理科大楼_362,Teaching,37,00:00,23:59
P0463,理科大楼_363,Teaching,7,00:00,23:59
P0464,理科大楼_364,Teaching,35,00:00,23:59
P0465,理科大楼_365,Teaching,17,00:00,23:59
P0466,理科大楼_366,Teaching,6,00:00,23:59
P0467,理科大楼_367,Teaching,20,00:00,23:59
P0468,理科大楼_368,Teaching,41,00:00,23:59
P0469,理科大楼_369,Teaching,26,00:00,23:59
P0470,理科大楼_370,Teaching,17,00:00,23:59
P0471,理科大楼_371,Teaching,18,00:00,23:59
P0472,理科大楼_372,Teaching,45,00:00,23:59
P0473,理科大楼_373,Teaching,38,00:00,23:59
P0474,理科大楼_374,Teaching,49,00:00,23:59
P0475,理科大楼_375,Teaching,35,00:00,23:59
P0476,理科大楼_376,Teaching,15,00:00,23:59
P0477,理科大楼_377,Teaching,8,00:00,23:59
P0478,理科大楼_378,Teaching,36,00:00,23:59
P0479,理科大楼_379,Teaching,21,00:00,23:59
P0480,理科大楼_380,Teaching,24,00:00,23:59
P0481,理科大楼_381,Teaching,12,00:00,23:59
P0482,理科大楼_382,Teaching,15,00:00,23:59
P0483,理科大楼_383,Teaching,40,00:00,23:59
P0484,理科大楼_384,Teaching,16,00:00,23:59
P0485,理科大楼_385,Teaching,47,00:00,23:59
P0486,理科大楼_386,Teaching,5,00:00,23:59
P0487,理科大楼_387,Teaching,28,00:00,23:59
P0488,理科大楼_388,Teaching,43,00:00,23:59
P0489,理科大楼_389,Teaching,40,00:00,23:59
P0490,理科大楼_390,Teaching,16,00:00,23:59
P0491,理科大楼_391,Teaching,7,00:00,23:59
P0492,理科大楼_392,Teaching,8,00:00,23:59
P0493,理科大楼_393,Teaching,50,00:00,23:59
P0494,理科大楼_394,Teaching,50,00:00,23:59
P0495,理科大楼_395,Teaching,25,00:00,23:59
P0496,理科大楼_396,Teaching,7,00:00,23:59
P0497,理科大楼_397,Teaching,36,00:00,23:59
P0498,理科大楼_398,Teaching,25,00:00,23:59
P0499,理科大楼_399,Teaching,47,00:00,23:59
P0500,理科大楼_400,Teaching,11,00:00,23:59
P0501,理科大楼_401,Teaching,15,00:00,23:59
P0502,理科大楼_402,Teaching,20,00:00,23:59
P0503,理科大楼_403,Teaching,43,00:00,23:59
P0504,理科大楼_404,Teaching,38,00:00,23:59
P0505,理科大楼_405,Teaching,24,00:00,23:59
P0506,理科大楼_406,Teaching,43,00:00,23:59
P0507,理科大楼_407,Teaching,35,00:00,23:59
P0508,理科大楼_408,Teaching,50,00:00,23:59
P0509,理科大楼_409,Teaching,35,00:00,23:59
P0510,理科大楼_410,Teaching,12,00:00,23:59
P0511,理科大楼_411,Teaching,27,00:00,23:59
P0512,理科大楼_412,Teaching,46,00:00,23:59
P0513,理科大楼_413,Teaching,39,00:00,23:59
P0514,理科大楼_414,Teaching,16,00:00,23:59
P0515,理科大楼_415,Teaching,26,00:00,23:59
P0516,理科大楼_416,Teaching,23,00:00,23:59
P0517,理科大楼_417,Teaching,45,00:00,23:59
P0518,理科大楼_418,Teaching,13,00:00,23:59
P0519,理科大楼_419,Teaching,7,00:00,23:59
P0520,理科大楼_420,Teaching,44,00:00,23:59
P0521,理科大楼_421,Teaching,25,00:00,23:59
P0522,理科大楼_422,Teaching,42,00:00,23:59
P0523,理科大楼_423,Teaching,40,00:00,23:59
P0524,理科大楼_424,Teaching,34,00:00,23:59
