from_id,to_id,distance,walk_time,status
P0158,P0159,223,3,open
P0159,P0160,190,3,open
P0160,P0161,68,1,open
P0161,P0162,275,4,open
P0162,P0163,203,3,open
P0163,P0164,186,3,open
P0164,P0165,53,1,open
P0165,P0166,90,2,open
P0166,P0167,235,3,open
P0167,P0168,101,2,open
P0168,P0169,260,4,open
P0169,P0170,261,4,open
P0170,P0171,294,4,open
P0171,P0172,183,3,open
P0172,P0173,152,2,open
P0173,P0174,130,2,open
P0174,P0175,178,3,open
P0175,P0176,201,3,open
P0176,P0177,139,2,open
P0177,P0178,205,3,open
P0178,P0179,151,2,open
P0179,P0180,267,4,open
P0180,P0181,106,2,open
P0181,P0182,289,4,open
P0182,P0183,96,2,open
P0183,P0184,270,4,open
P0184,P0185,228,3,open
P0185,P0186,226,3,open
P0186,P0187,92,2,open
P0187,P0188,152,2,open
P0188,P0189,90,2,open
P0189,P0190,181,3,open
P0190,P0191,237,3,open
P0191,P0192,287,4,open
P0192,P0193,102,2,open
P0193,P0194,102,2,open
P0194,P0195,58,1,open
P0195,P0196,178,3,open
P0196,P0197,271,4,open
P0197,P0198,293,4,open
P0198,P0199,152,2,open
P0199,P0200,218,3,open
P0200,P0201,144,2,open
P0201,P0202,158,2,open
P0202,P0203,182,3,open
P0203,P0204,145,2,open
P0204,P0205,280,4,open
P0205,P0206,272,4,open
P0206,P0207,80,1,open
P0207,P0208,219,3,open
P0208,P0209,270,4,open
P0209,P0210,256,4,open
P0210,P0211,159,2,open
P0211,P0212,274,4,open
P0212,P0213,236,3,open
P0213,P0214,219,3,open
P0214,P0215,102,2,open
P0215,P0216,246,4,open
P0216,P0217,121,2,open
P0217,P0218,238,3,open
P0218,P0219,273,4,open
P0219,P0220,96,2,open
P0220,P0221,93,2,open
P0221,P0222,197,3,open
P0222,P0223,164,3,open
P0223,P0224,191,3,open
P0224,P0225,276,4,open
P0225,P0226,57,1,open
P0226,P0227,106,2,open
P0227,P0228,147,2,open
P0228,P0229,69,1,open
P0229,P0230,256,4,open
P0230,P0231,192,3,open
P0231,P0232,203,3,open
P0232,P0233,262,4,open
P0233,P0234,292,4,open
P0234,P0235,299,4,open
P0235,P0236,80,1,open
P0236,P0237,176,3,open
P0237,P0238,61,1,open
P0238,P0239,77,1,open
P0239,P0240,290,4,open
P0240,P0241,156,2,open
P0241,P0242,92,2,open
P0242,P0243,229,3,open
P0243,P0244,59,1,open
P0244,P0245,94,2,open
P0245,P0246,261,4,open
P0246,P0247,93,2,open
P0247,P0248,239,3,open
P0248,P0249,252,4,open
P0249,P0250,181,3,open
P0250,P0251,183,3,open
P0251,P0252,61,1,open
P0252,P0253,57,1,open
P0253,P0254,135,2,open
P0254,P0255,113,2,open
P0255,P0256,231,3,open
P0256,P0257,182,3,open
P0257,P0258,256,4,open
P0258,P0259,184,3,open
P0259,P0260,234,3,open
P0260,P0261,66,1,open
P0261,P0262,151,2,open
P0262,P0263,103,2,open
P0263,P0264,288,4,open
P0264,P0265,271,4,open
P0265,P0266,165,3,open
P0266,P0267,85,2,open
P0267,P0268,178,3,open
P0268,P0269,230,3,open
P0269,P0270,106,2,open
P0270,P0271,124,2,open
P0271,P0272,265,4,open
P0272,P0273,163,3,open
P0273,P0274,281,4,open
P0274,P0275,115,2,open
P0275,P0276,118,2,open
P0276,P0277,132,2,open
P0277,P0278,282,4,open
P0278,P0279,65,1,open
P0279,P0280,202,3,open
P0280,P0281,170,3,open
P0281,P0282,50,1,open
P0282,P0283,268,4,open
P0283,P0284,51,1,open
P0284,P0285,265,4,open
P0285,P0286,272,4,open
P0286,P0287,247,4,open
P0287,P0288,59,1,open
P0288,P0289,236,3,open
P0289,P0290,73,1,open
P0290,P0291,187,3,open
P0291,P0292,50,1,open
P0292,P0293,103,2,open
P0293,P0294,279,4,open
P0294,P0295,155,2,open
P0295,P0296,235,3,open
P0296,P0297,219,3,open
P0297,P0298,236,3,open
P0298,P0299,57,1,open
P0299,P0300,245,4,open
P0300,P0301,100,2,open
P0301,P0302,79,1,open
P0302,P0303,107,2,open
P0303,P0304,205,3,open
P0304,P0305,95,2,open
P0305,P0306,104,2,open
P0306,P0307,126,2,open
P0307,P0308,129,2,open
P0308,P0309,61,1,open
P0309,P0310,73,1,open
P0310,P0311,299,4,open
P0311,P0312,137,2,open
P0312,P0313,213,3,open
P0313,P0314,158,2,open
P0314,P0315,212,3,open
P0315,P0316,216,3,open
P0316,P0317,198,3,open
P0317,P0318,268,4,open
P0318,P0319,129,2,open
P0319,P0320,131,2,open
P0320,P0321,245,4,open
P0321,P0322,149,2,open
P0322,P0323,261,4,open
P0323,P0324,234,3,open
P0324,P0325,58,1,open
P0325,P0326,116,2,open
P0326,P0327,226,3,open
P0327,P0328,62,1,open
P0328,P0329,208,3,open
P0329,P0330,222,3,open
P0330,P0331,54,1,open
P0331,P0332,203,3,open
P0332,P0333,151,2,open
P0333,P0334,253,4,open
P0334,P0335,245,4,open
P0335,P0336,166,3,open
P0336,P0337,95,2,open
P0337,P0338,146,2,open
P0338,P0339,281,4,open
P0339,P0340,165,3,open
P0340,P0341,138,2,open
P0341,P0342,265,4,open
P0342,P0343,178,3,open
P0343,P0344,226,3,open
P0344,P0345,257,4,open
P0345,P0346,136,2,open
P0346,P0347,105,2,open
P0347,P0348,142,2,open
P0348,P0349,127,2,open
P0349,P0350,87,2,open
P0350,P0351,168,3,open
P0351,P0352,288,4,open
P0352,P0353,143,2,open
P0353,P0354,152,2,open
P0354,P0355,300,4,open
P0355,P0356,193,3,open
P0356,P0357,279,4,open
P0357,P0358,61,1,open
P0358,P0359,145,2,open
P0359,P0360,288,4,open
P0360,P0361,212,3,open
P0361,P0362,295,4,open
P0362,P0363,203,3,open
P0363,P0364,244,4,open
P0364,P0365,103,2,open
P0365,P0366,173,3,open
P0366,P0367,201,3,open
P0367,P0368,64,1,open
P0368,P0369,164,3,open
P0369,P0370,91,2,open
P0370,P0371,225,3,open
P0371,P0372,129,2,open
P0372,P0373,257,4,open
P0373,P0374,161,3,open
P0374,P0375,97,2,open
P0375,P0376,152,2,open
P0376,P0377,288,4,open
P0377,P0378,222,3,open
P0378,P0379,262,4,open
P0379,P0380,254,4,open
P0380,P0381,186,3,open
P0381,P0382,63,1,open
P0382,P0383,209,3,open
P0383,P0384,153,2,open
P0384,P0385,100,2,open
P0385,P0386,73,1,open
P0386,P0387,126,2,open
P0387,P0388,100,2,open
P0388,P0389,164,3,open
P0389,P0390,216,3,open
P0390,P0391,165,3,open
P0391,P0392,73,1,open
P0392,P0393,168,3,open
P0393,P0394,179,3,open
P0394,P0395,163,3,open
P0395,P0396,170,3,open
P0396,P0397,244,4,open
P0397,P0398,179,3,open
P0398,P0399,185,3,open
P0399,P0400,174,3,open
P0400,P0401,279,4,open
P0401,P0402,251,4,open
P0402,P0403,73,1,open
P0403,P0404,156,2,open
P0404,P0405,264,4,open
P0405,P0406,214,3,open
P0406,P0407,152,2,open
P0407,P0408,163,3,open
P0408,P0409,186,3,open
P0409,P0410,242,4,open
P0410,P0411,226,3,open
P0411,P0412,255,4,open
P0412,P0413,121,2,open
P0413,P0414,262,4,open
P0414,P0415,117,2,open
P0415,P0416,233,3,open
P0416,P0417,284,4,open
P0417,P0418,73,1,open
P0418,P0419,72,1,open
P0419,P0420,219,3,open
P0420,P0421,93,2,open
P0421,P0422,233,3,open
P0422,P0423,289,4,open
P0423,P0424,271,4,open
P0424,P0425,248,4,open
P0425,P0426,266,4,open
P0426,P0427,285,4,open
P0427,P0428,71,1,open
P0428,P0429,113,2,open
P0429,P0430,219,3,open
P0430,P0431,278,4,open
P0431,P0432,73,1,open
P0432,P0433,239,3,open
P0433,P0434,156,2,open
P0434,P0435,248,4,open
P0435,P0436,218,3,open
P0436,P0437,51,1,open
P0437,P0438,169,3,open
P0438,P0439,150,2,open
P0439,P0440,250,4,open
P0440,P0441,74,1,open
P0441,P0442,131,2,open
P0442,P0443,96,2,open
P0443,P0444,74,1,open
P0444,P0445,128,2,open
P0445,P0446,139,2,open
P0446,P0447,140,2,open
P0447,P0448,152,2,open
P0448,P0449,124,2,open
P0449,P0450,66,1,open
P0450,P0451,115,2,open
P0451,P0452,264,4,open
P0452,P0453,164,3,open
P0453,P0454,120,2,open
P0454,P0455,254,4,open
P0455,P0456,193,3,open
P0456,P0457,258,4,open
P0457,P0458,94,2,open
P0458,P0459,94,2,open
P0459,P0460,129,2,open
P0460,P0461,93,2,open
P0461,P0462,203,3,open
P0462,P0463,300,4,open
P0463,P0464,263,4,open
P0464,P0465,51,1,open
P0465,P0466,158,2,open
P0466,P0467,98,2,open
P0467,P0468,189,3,open
P0468,P0469,57,1,open
P0469,P0470,96,2,open
P0470,P0471,64,1,open
P0471,P0472,128,2,open
P0472,P0473,285,4,open
P0473,P0474,121,2,open
P0474,P0475,87,2,open
P0475,P0476,287,4,open
P0476,P0477,249,4,open
P0477,P0478,268,4,open
P0478,P0479,258,4,open
P0479,P0480,126,2,open
P0480,P0481,223,3,open
P0481,P0482,265,4,open
P0482,P0483,130,2,open
P0483,P0484,198,3,open
P0484,P0485,289,4,open
P0485,P0486,288,4,open
P0486,P0487,139,2,open
P0487,P0488,160,2,open
P0488,P0489,92,2,open
P0489,P0490,112,2,open
P0490,P0491,244,4,open
P0491,P0492,130,2,open
P0492,P0493,180,3,open
P0493,P0494,145,2,open
P0494,P0495,235,3,open
P0495,P0496,184,3,open
P0496,P0497,130,2,open
P0497,P0498,180,3,open
P0498,P0499,202,3,open
P0499,P0500,265,4,open
P0500,P0501,80,1,open
P0501,P0502,162,3,open
P0502,P0503,133,2,open
P0503,P0504,194,3,open
P0504,P0505,95,2,open
P0505,P0506,222,3,open
P0506,P0507,72,1,open
P0507,P0508,64,1,open
P0508,P0509,219,3,open
P0509,P0510,216,3,open
P0510,P0511,72,1,open
P0511,P0512,295,4,open
P0512,P0513,126,2,open
P0513,P0514,264,4,open
P0514,P0515,53,1,open
P0515,P0516,112,2,open
P0516,P0517,125,2,open
P0517,P0518,54,1,open
P0518,P0519,256,4,open
P0519,P0520,289,4,open
P0520,P0521,189,3,open
P0521,P0522,149,2,open
P0522,P0523,146,2,open
P0523,P0524,53,1,open
P0524,P0525,92,2,open
P0525,P0526,81,2,open
P0526,P0527,215,3,open
P0527,P0528,183,3,open
P0528,P0529,111,2,open
P0529,P0530,104,2,open
P0530,P0531,253,4,open
P0531,P0532,267,4,open
P0532,P0533,173,3,open
P0533,P0534,267,4,open
P0534,P0535,267,4,open
P0535,P0536,255,4,open
P0536,P0537,186,3,open
P0537,P0538,177,3,open
P0538,P0539,170,3,open
P0539,P0540,143,2,open
P0540,P0541,224,3,open
P0541,P0542,101,2,open
P0542,P0543,205,3,open
P0543,P0544,292,4,open
P0544,P0545,153,2,open
P0545,P0546,58,1,open
P0546,P0547,231,3,open
P0547,P0548,249,4,open
P0548,P0549,67,1,open
P0549,P0550,250,4,open
P0550,P0551,150,2,open
P0551,P0552,229,3,open
P0552,P0553,157,2,open
P0553,P0554,279,4,open
P0554,P0555,121,2,open
P0555,P0556,263,4,open
P0556,P0557,238,3,open
P0557,P0558,52,1,open
P0558,P0559,74,1,open
P0559,P0560,238,3,open
P0560,P0561,205,3,open
P0561,P0562,207,3,open
P0562,P0563,233,3,open
P0563,P0564,120,2,open
P0564,P0565,259,4,open
P0565,P0566,82,2,open
P0566,P0567,196,3,open
P0567,P0568,262,4,open
P0568,P0569,160,2,open
P0569,P0570,294,4,open
P0570,P0571,225,3,open
P0571,P0572,58,1,open
P0572,P0573,199,3,open
P0573,P0574,107,2,open
P0574,P0575,158,2,open
P0575,P0576,280,4,open
P0576,P0577,113,2,open
P0577,P0578,191,3,open
P0578,P0579,93,2,open
P0579,P0580,221,3,open
P0580,P0581,116,2,open
P0581,P0582,109,2,open
P0582,P0583,142,2,open
P0583,P0584,149,2,open
P0584,P0585,232,3,open
P0585,P0586,271,4,open
P0586,P0587,127,2,open
P0587,P0588,196,3,open
P0588,P0589,237,3,open
P0589,P0590,80,1,open
P0590,P0591,294,4,open
P0591,P0592,106,2,open
P0592,P0593,90,2,open
P0593,P0594,167,3,open
P0594,P0595,146,2,open
P0595,P0596,281,4,open
P0596,P0597,244,4,open
P0597,P0598,188,3,open
P0598,P0599,102,2,open
P0599,P0600,258,4,open
P0600,P0601,78,1,open
P0601,P0602,247,4,open
P0602,P0603,199,3,open
P0603,P0604,222,3,open
P0604,P0605,199,3,open
P0605,P0606,230,3,open
P0606,P0607,180,3,open
P0607,P0608,139,2,open
P0608,P0609,124,2,open
P0609,P0610,92,2,open
P0610,P0611,169,3,open
P0611,P0612,241,4,open
P0612,P0613,144,2,open
P0613,P0614,191,3,open
P0614,P0615,184,3,open
P0615,P0616,154,2,open
P0616,P0617,288,4,open
P0617,P0618,257,4,open
P0618,P0619,185,3,open
P0619,P0620,201,3,open
P0620,P0621,130,2,open
P0621,P0622,281,4,open
P0622,P0623,237,3,open
P0623,P0624,207,3,open
P0624,P0625,276,4,open
P0625,P0626,257,4,open
P0626,P0627,292,4,open
P0627,P0628,109,2,open
P0628,P0629,68,1,open
P0629,P0630,110,2,open
P0630,P0631,150,2,open
P0631,P0632,258,4,open
P0632,P0633,72,1,open
P0633,P0634,54,1,open
P0634,P0635,286,4,open
P0635,P0636,293,4,open
P0636,P0637,156,2,open
P0637,P0638,70,1,open
P0638,P0639,64,1,open
P0639,P0640,215,3,open
P0640,P0641,132,2,open
P0641,P0642,155,2,open
P0642,P0643,95,2,open
P0643,P0644,246,4,open
P0644,P0645,140,2,open
P0645,P0646,275,4,open
P0646,P0647,213,3,open
P0647,P0648,221,3,open
P0648,P0649,168,3,open
P0649,P0650,61,1,open
P0650,P0651,286,4,open
P0651,P0652,204,3,open
P0652,P0653,62,1,open
P0653,P0654,181,3,open
P0654,P0655,126,2,open
P0655,P0656,148,2,open
P0656,P0657,258,4,open
P0657,P0658,58,1,open
P0658,P0659,89,2,open
P0659,P0660,123,2,open
P0660,P0661,291,4,open
P0661,P0662,53,1,open
P0662,P0663,163,3,open
P0663,P0664,88,2,open
P0664,P0665,206,3,open
P0665,P0666,130,2,open
P0666,P0667,281,4,open
P0667,P0668,101,2,open
P0668,P0669,96,2,open
P0669,P0670,212,3,open
P0670,P0671,257,4,open
P0671,P0672,241,4,open
P0672,P0673,207,3,open
P0673,P0674,197,3,open
P0674,P0675,170,3,open
P0675,P0676,217,3,open
P0676,P0677,91,2,open
P0677,P0678,65,1,open
P0678,P0679,184,3,open
P0679,P0680,102,2,open
P0680,P0681,278,4,open
P0681,P0682,280,4,open
P0682,P0683,92,2,open
P0683,P0684,238,3,open
P0684,P0685,92,2,open
P0685,P0686,172,3,open
P0686,P0687,123,2,open
P0687,P0688,262,4,open
P0688,P0689,257,4,open
P0689,P0690,80,1,open
P0690,P0691,156,2,open
P0691,P0692,170,3,open
P0692,P0693,152,2,open
P0693,P0694,234,3,open
P0694,P0695,55,1,open
P0695,P0696,277,4,open
P0696,P0697,300,4,open
P0697,P0698,54,1,open
P0698,P0699,142,2,open
P0699,P0700,184,3,open
P0700,P0701,110,2,open
P0701,P0702,141,2,open
P0702,P0703,244,4,open
P0703,P0704,272,4,open
P0704,P0705,217,3,open
P0705,P0706,193,3,open
P0706,P0707,214,3,open
P0707,P0708,243,4,open
P0708,P0709,62,1,open
P0709,P0710,149,2,open
P0710,P0711,93,2,open
P0711,P0712,156,2,open
P0712,P0713,148,2,open
P0713,P0714,55,1,open
P0714,P0715,105,2,open
P0715,P0716,116,2,open
P0716,P0717,276,4,open
P0717,P0718,176,3,open
P0718,P0719,131,2,open
P0719,P0720,93,2,open
P0720,P0721,202,3,open
P0721,P0722,150,2,open
P0722,P0723,161,3,open
P0723,P0724,54,1,open
P0724,P0725,257,4,open
P0725,P0726,247,4,open
P0726,P0727,265,4,open
P0727,P0728,278,4,open
P0728,P0729,202,3,open
P0729,P0730,287,4,open
P0730,P0731,262,4,open
P0731,P0732,176,3,open
P0732,P0733,79,1,open
P0733,P0734,190,3,open
P0734,P0735,54,1,open
P0735,P0736,194,3,open
P0736,P0737,176,3,open
P0737,P0738,83,2,open
P0738,P0739,228,3,open
P0739,P0740,267,4,open
P0740,P0741,297,4,open
P0741,P0742,73,1,open
P0742,P0743,91,2,open
P0743,P0744,81,2,open
P0744,P0745,296,4,open
P0745,P0746,205,3,open
P0746,P0747,263,4,open
P0747,P0748,215,3,open
P0748,P0749,248,4,open
P0749,P0750,119,2,open
P0750,P0751,282,4,open
P0751,P0752,110,2,open
P0752,P0753,148,2,open
P0753,P0754,120,2,open
P0754,P0755,119,2,open
P0755,P0756,277,4,open
P0756,P0757,273,4,open
P0757,P0758,227,3,open
P0758,P0759,255,4,open
P0759,P0760,150,2,open
P0760,P0761,222,3,open
P0761,P0762,287,4,open
P0762,P0763,164,3,open
P0763,P0764,141,2,open
P0764,P0765,283,4,open
P0765,P0766,118,2,open
P0766,P0767,76,1,open
P0767,P0768,106,2,open
P0768,P0769,176,3,open
P0769,P0770,159,2,open
P0770,P0771,162,3,open
P0771,P0772,110,2,open
P0772,P0773,161,3,open
P0773,P0774,221,3,open
P0774,P0775,237,3,open
P0775,P0776,190,3,open
P0776,P0777,290,4,open
P0777,P0778,300,4,open
P0778,P0779,87,2,open
P0779,P0780,97,2,open
P0780,P0781,144,2,open
P0781,P0782,108,2,open
P0782,P0783,220,3,open
P0783,P0784,253,4,open
P0784,P0785,271,4,open
P0785,P0786,235,3,open
P0786,P0787,256,4,open
P0787,P0788,252,4,open
P0788,P0789,67,1,open
P0789,P0790,204,3,open
P0790,P0791,219,3,open
P0791,P0792,59,1,open
P0792,P0793,158,2,open
P0793,P0794,146,2,open
P0794,P0795,181,3,open
P0795,P0796,96,2,open
P0796,P0797,286,4,open
P0797,P0798,165,3,open
P0798,P0799,238,3,open
P0799,P0800,241,4,open
P0800,P0801,235,3,open
P0801,P0802,292,4,open
P0802,P0803,229,3,open
P0803,P0804,241,4,open
P0804,P0805,266,4,open
P0805,P0806,175,3,open
P0806,P0807,254,4,open
P0807,P0808,113,2,open
P0808,P0809,223,3,open
P0809,P0810,183,3,open
P0810,P0811,266,4,open
P0811,P0812,193,3,open
P0812,P0813,60,1,open
P0813,P0814,50,1,open
P0814,P0815,59,1,open
P0815,P0816,111,2,open
P0816,P0817,98,2,open
P0817,P0818,279,4,open
P0818,P0819,85,2,open
P0819,P0820,166,3,open
P0820,P0821,223,3,open
P0821,P0822,93,2,open
P0822,P0823,70,1,open
P0823,P0824,260,4,open
P0824,P0825,74,1,open
P0825,P0826,135,2,open
P0826,P0827,104,2,open
P0827,P0828,201,3,open
P0828,P0829,105,2,open
P0829,P0830,125,2,open
P0830,P0831,160,2,open
P0831,P0832,275,4,open
P0832,P0833,57,1,open
P0833,P0834,196,3,open
P0834,P0835,95,2,open
P0835,P0836,230,3,open
P0836,P0837,172,3,open
P0837,P0838,207,3,open
P0838,P0839,75,1,open
P0839,P0840,107,2,open
P0840,P0841,272,4,open
P0841,P0842,194,3,open
P0842,P0843,181,3,open
P0843,P0844,194,3,open
P0844,P0845,147,2,open
P0845,P0846,158,2,open
P0846,P0847,93,2,open
P0847,P0848,119,2,open
P0848,P0849,287,4,open
P0849,P0850,90,2,open
P0850,P0851,291,4,open
P0851,P0852,203,3,open
P0852,P0853,276,4,open
P0853,P0854,130,2,open
P0854,P0855,110,2,open
P0855,P0856,70,1,open
P0856,P0857,210,3,open
P0857,P0858,287,4,open
P0858,P0859,220,3,open
P0859,P0860,120,2,open
P0860,P0861,280,4,open
P0861,P0862,204,3,open
P0862,P0863,146,2,open
P0863,P0864,106,2,open
P0864,P0865,236,3,open
P0865,P0866,113,2,open
P0866,P0867,170,3,open
P0867,P0868,116,2,open
P0868,P0869,265,4,open
P0869,P0870,170,3,open
P0870,P0871,283,4,open
P0871,P0872,158,2,open
P0872,P0873,188,3,open
P0873,P0874,209,3,open
P0874,P0875,225,3,open
P0875,P0876,87,2,open
P0876,P0877,91,2,open
P0877,P0878,259,4,open
P0878,P0879,147,2,open
P0879,P0880,227,3,open
P0880,P0881,215,3,open
P0881,P0882,219,3,open
P0882,P0883,80,1,open
P0883,P0884,174,3,open
P0884,P0885,121,2,open
P0885,P0886,238,3,open
P0886,P0887,159,2,open
P0887,P0888,146,2,open
P0888,P0889,174,3,open
P0889,P0890,116,2,open
P0890,P0891,296,4,open
P0891,P0892,238,3,open
P0892,P0893,173,3,open
P0893,P0894,267,4,open
P0894,P0895,200,3,open
P0895,P0896,182,3,open
P0896,P0897,229,3,open
P0897,P0898,129,2,open
P0898,P0899,146,2,open
P0899,P0900,55,1,open
P0900,P0901,152,2,open
P0901,P0902,206,3,open
P0902,P0903,72,1,open
P0903,P0904,121,2,open
P0904,P0905,281,4,open
P0905,P0906,154,2,open
P0906,P0907,213,3,open
P0907,P0908,292,4,open
P0908,P0909,213,3,open
P0909,P0910,276,4,open
P0910,P0911,274,4,open
P0911,P0912,165,3,open
P0912,P0913,101,2,open
P0913,P0914,137,2,open
P0914,P0915,131,2,open
P0915,P0916,109,2,open
P0916,P0917,133,2,open
P0917,P0918,65,1,open
P0918,P0919,136,2,open
P0919,P0920,222,3,open
P0920,P0921,288,4,open
P0921,P0922,101,2,open
P0922,P0923,97,2,open
P0923,P0924,109,2,open
P0924,P0925,137,2,open
P0925,P0926,154,2,open
P0926,P0927,130,2,open
P0927,P0928,206,3,open
P0928,P0929,125,2,open
P0929,P0930,112,2,open
P0930,P0931,269,4,open
P0931,P0932,187,3,open
P0932,P0933,296,4,open
P0933,P0934,107,2,open
P0934,P0935,212,3,open
P0935,P0936,104,2,open
P0936,P0937,129,2,open
P0937,P0938,228,3,open
P0938,P0939,76,1,open
P0939,P0940,261,4,open
P0940,P0941,74,1,open
P0941,P0942,128,2,open
P0942,P0943,84,2,open
P0943,P0944,219,3,open
P0944,P0945,269,4,open
P0945,P0946,218,3,open
P0946,P0947,221,3,open
P0947,P0948,62,1,open
P0948,P0949,220,3,open
P0949,P0950,232,3,open
P0950,P0951,96,2,open
P0951,P0952,131,2,open
P0952,P0953,116,2,open
P0953,P0954,288,4,open
P0954,P0955,164,3,open
P0955,P0956,299,4,open
P0956,P0957,234,3,open
P0957,P0958,124,2,open
P0958,P0959,161,3,open
P0959,P0960,132,2,open
P0960,P0961,88,2,open
P0961,P0962,78,1,open
P0962,P0963,240,3,open
P0963,P0964,300,4,open
P0964,P0965,87,2,open
P0965,P0966,270,4,open
P0966,P0967,293,4,open
P0967,P0968,157,2,open
P0968,P0969,138,2,open
P0969,P0970,154,2,open
P0970,P0971,93,2,open
P0971,P0972,248,4,open
P0972,P0973,167,3,open
P0973,P0974,157,2,open
P0974,P0975,222,3,open
P0975,P0976,136,2,open
P0976,P0977,138,2,open
P0977,P0978,195,3,open
P0978,P0979,104,2,open
P0979,P0980,204,3,open
P0980,P0981,104,2,open
P0981,P0982,229,3,open
P0982,P0983,61,1,open
P0983,P0984,197,3,open
P0984,P0985,120,2,open
P0985,P0986,218,3,open
P0986,P0987,248,4,open
P0987,P0988,136,2,open
P0988,P0989,282,4,open
P0989,P0990,189,3,open
P0990,P0991,287,4,open
P0991,P0992,131,2,open
P0992,P0993,114,2,open
P0993,P0994,196,3,open
P0994,P0995,188,3,open
P0995,P0996,118,2,open
P0996,P0997,180,3,open
P0997,P0998,147,2,open
